id,college_name,survey_year,name,hostel_type,intake_capacity,students_residing
14382,"Digvijay Nath P. G. College, Gorakhpur",2015,DIGVIJAYNATH WOMEN HOSTEL,Girls Hostel,75,75
14382,"Digvijay Nath P. G. College, Gorakhpur",2015,PRATAP ASHRAM,Boys Hostel,300,20
39949,"S.M.B. GOVT. COLLEGE, NATHDWARA",2015,Kashi Devi Binani Hostel,Boys Hostel,40,0
45268,"COLLEGE OF AGRICULTURE, GWALIOR",2015,Girls Hostel New,Girls Hostel,40,40
45268,"COLLEGE OF AGRICULTURE, GWALIOR",2015,Girls Hostel old,Girls Hostel,56,56
45268,"COLLEGE OF AGRICULTURE, GWALIOR",2015,P.G. Hostel,Boys Hostel,32,27
39634,"Govt. Autonomus College, Angul,",2015,Hostel No.03,Boys Hostel,50,50
39634,"Govt. Autonomus College, Angul,",2015,Hostel No.01,Girls Hostel,100,100
17889,"Lakireddy Bali Reddy College of Engineering, L.B. Reddy Nagar, Mylavaram, PIN-521230(CC-76)",2015,Lakireddy Narayanamma Girls Hostel,Girls Hostel,400,300
50994,"A K G COLLEGE BIKAMAU, BAKSHI KA TALAB",2015,AKG HOSTEL,Girls Hostel,50,10
45270,"R A K COLLEGE OF AGRICULTURE, SEHORE",2015,Hostel No. 2,Boys Hostel,100,45
27056,Scad Engineering College,2015,Senior Boys Hostel( per block)(Ground +2),Boys Hostel,156,93
27056,Scad Engineering College,2015,Girls Hostel( per block)(Ground +2),Girls Hostel,450,94
51481,"Vidya Pratishthan's School of Architecture, Vidyanagari, Bhigwan Road, Baramati, District - Pune 413133.",2015,Girls Hostel C,Girls Hostel,64,64
51481,"Vidya Pratishthan's School of Architecture, Vidyanagari, Bhigwan Road, Baramati, District - Pune 413133.",2015,Boys Hostel D,Boys Hostel,28,28
39947,GOVT. MEERA GIRLS COLLEGE,2015,Govt. Meera Girls Hostel,Girls Hostel,310,400
39947,GOVT. MEERA GIRLS COLLEGE,2015,Tribal Girls Hostel Meera Girls College,Girls Hostel,100,197
16658,Bhilai Institute of Technology Durg,2015,Junior Wing,Girls Hostel,60,53
16658,Bhilai Institute of Technology Durg,2015,Senior Wing,Boys Hostel,136,128
39420,"Government (Autonomous) College, Phulbani",2015,KANCHANJANGHA BOYS HOSTEL,Boys Hostel,120,120
39420,"Government (Autonomous) College, Phulbani",2015,SRAMANA LADIES HOSTEL,Girls Hostel,120,120
39420,"Government (Autonomous) College, Phulbani",2015,S.C GIRLS HOSTEL,Girls Hostel,100,100
16640,"Garv Institute of Management & Technology Purai Bhilai,",2015,Bhardwaj Hostel,Boys Hostel,60,20
16640,"Garv Institute of Management & Technology Purai Bhilai,",2015,Jagit Singh Sandhu,Girls Hostel,25,10
39041,"S.N.K.P. Govt. P.G. College, Sikar",2015,Girls Hostel,Girls Hostel,60,20
42505,"RAMNAGAR P.G. COLLEGE, RAMNAGAR, BARABANKI",2015,SC HOSTEL- Govern by U.P. Govt.,Boys Hostel,24,20
8848,"130020-CES'S BP.ARTS,SMA.SCIENCE & KKC.COMMERCE COLLEGE, CHALISGAON.",2015,Ladies Hostel,Girls Hostel,50,31
49359,JAI PARKASH MUKAND LAL INNOVATIVE ENGINEERING AND TECHNOLOGY INSTITUTE,2015,Block-A,Boys Hostel,120,80
40453,St. John's Medical College,2015,Nirmala Hostel,Girls Hostel,80,80
40453,St. John's Medical College,2015,Chavara Block,Boys Hostel,81,61
40453,St. John's Medical College,2015,Damian Block,Boys Hostel,81,75
40453,St. John's Medical College,2015,Baptist Block,Boys Hostel,81,41
39566,"Lord Jagannath Mission's College of Nursing, Plot No.228/237, Mancheswar Industrial Estate, Bhubaneswar",2015,Lord Jagannath Mission's Boy'sHostel,Boys Hostel,70,45
34845,BIMR NURSING COLLEGE,2015,BIMR NURSING COLLEGE GIRLS HOSTEL,Girls Hostel,240,220
41689,"Vidya Pratishthans College of Engineering, M.I.D.C.road, Baramati, Dist.Pune",2015,Boys Hostel-D,Boys Hostel,510,307
41689,"Vidya Pratishthans College of Engineering, M.I.D.C.road, Baramati, Dist.Pune",2015,Boys Hostel-C,Boys Hostel,193,193
41689,"Vidya Pratishthans College of Engineering, M.I.D.C.road, Baramati, Dist.Pune",2015,Boys Hostel-B,Boys Hostel,149,93
49097,"CHRISTIAN MEDICAL COLLEGE (Inst. Code - 565), VELLORE",2015,M Ward Annexe,Boys Hostel,11,11
49097,"CHRISTIAN MEDICAL COLLEGE (Inst. Code - 565), VELLORE",2015,PTM Annexe,Boys Hostel,32,32
49097,"CHRISTIAN MEDICAL COLLEGE (Inst. Code - 565), VELLORE",2015,Hospital Annexe,Boys Hostel,158,158
49097,"CHRISTIAN MEDICAL COLLEGE (Inst. Code - 565), VELLORE",2015,SRT Annexe,Boys Hostel,44,44
49097,"CHRISTIAN MEDICAL COLLEGE (Inst. Code - 565), VELLORE",2015,MIQ,Boys Hostel,106,106
49097,"CHRISTIAN MEDICAL COLLEGE (Inst. Code - 565), VELLORE",2015,SHA Annexe,Boys Hostel,24,24
49097,"CHRISTIAN MEDICAL COLLEGE (Inst. Code - 565), VELLORE",2015,LIQ,Girls Hostel,106,106
49097,"CHRISTIAN MEDICAL COLLEGE (Inst. Code - 565), VELLORE",2015,Ajay Annexe,Boys Hostel,24,24
49097,"CHRISTIAN MEDICAL COLLEGE (Inst. Code - 565), VELLORE",2015,AMP Annexe,Boys Hostel,48,48
1289,"Adichunchanagiri Institute of Technology, CHIKKAMAGALUR",2015,Girls hostel,Girls Hostel,450,450
30059,"Dhaneswar Rath Institute of Engineering & Management Studies, Cuttack",2015,Hostel-I,Boys Hostel,500,387
14606,"St.Johns college of Education, Tirunelveli",2015,St.JOHNS HOSTEL,Girls Hostel,100,25
40204,Kamala College of Nursing,2015,Kamala College Girls Hostel,Girls Hostel,120,25
39410,"Khallikote (Autonomous) College, Berhampur",2015,RCM P.G. HOSTEL,Boys Hostel,90,90
39410,"Khallikote (Autonomous) College, Berhampur",2015,S.V.N. P.G LADIES HOSTEL,Girls Hostel,75,75
45590,"DHARMARATHNAKARA Dr.N.MAHALINGAM INSTITUTE. OF PARAMEDICAL SCIENCES AND RESEARCH, COLLEGE OF NURSING (Inst. Code - 216), ERODE",2015,BGS MEN'S HOSTEL,Boys Hostel,150,30
30122,"Institute of Professional Studies and Research (IPSAR), Cuttack",2015,IPSAR GIRLS HOSTEL,Girls Hostel,20,4
50923,CENTURION SCHOOL OF BASIC SCIENCE,2015,Centurion Hostel Block-1,Boys Hostel,150,138
40485,St. John's College of Nursing,2015,Nightingale Hostel,Girls Hostel,700,700
27915,S.G.A.D. College Khadoor Sahib (Distt Tarn Taran),2015,Bibi Amro Girls Hostel Khadur Sahib,Girls Hostel,100,80
27915,S.G.A.D. College Khadoor Sahib (Distt Tarn Taran),2015,Guru Angad Dev Boys Hostel Khadur Sahib,Boys Hostel,80,80
46395,"ARYAN INSTITUTE OF TECHNOLOGY, GHAZIABAD",2015,AIT HOSTEL,Boys Hostel,80,50
46940,"SHERWOOD COLLEGE OF MANAGEMENT, LUCKNOW",2015,GIRLS HOSTEL,Girls Hostel,50,25
1260,"Bangalore College of Engineering & Tech, BANGALORE",2015,BCET Boys Hostel,Boys Hostel,400,156
38756,"Vinodini PG Mahavidyalya, Jhunjhunun",2015,VMK Hostel,Others,55,24
12616,"V.S.S.D. P.G. COLLEGE,",2015,laws,Boys Hostel,26,18
40303,Laxmi Memorial College of Physiotherapy,2015,"MAITHRI GIRLS HOSTEL, PANDESHWAR",Girls Hostel,104,97
40303,Laxmi Memorial College of Physiotherapy,2015,"LMET, BOYS HOSTEL, DEREBAIL",Boys Hostel,142,87
7605,"Shivaji Mahavidyalaya, Udgir",2015,Jijamata Girls Hostel,Girls Hostel,100,75
35328,"Govt. Home Science College, Hoshangabad",2015,govt. home science college hostel,Girls Hostel,60,55
39735,"G.M. Law College, Puri",2015,WOMENS' HOSTEL,Girls Hostel,80,62
38704,"Govt. LBS College, Jaipur",2015,Hostel No 2,Boys Hostel,20,6
8430,Lakhimpur Post Graduate Training College . Lakhimpur,2015,Lakhimpur PGT College Boys' Hostel,Boys Hostel,20,0
40983,Sambalpur University Institute of Information Technology (SUIIT),2015,SUIIT Ladies Hostel,Girls Hostel,96,110
30089,"Modern Engineering and Management Studies (MEMS), Balasore",2015,Campus Boys Hostel,Boys Hostel,45,40
36247,"Adina Institute of Science & Technology, Opposite Bamhori Seed Farm, Bhopal Road, Sagar",2015,1,Girls Hostel,25,14
11961,Deshbandhu College for Girls',2015,DESHBANDHU COLLEGE FOR GIRLS HOSTE,Girls Hostel,50,35
22850,Patna Women's College,2015,Patna Women's College Hostel,Girls Hostel,160,160
29093,"SAHARANPUR INSTITUTE OF ADVANCED STUDIES GOKELPUR, SHARANPUR",2015,TIRUPATI BOYS RESIDENCE,Boys Hostel,40,10
29093,"SAHARANPUR INSTITUTE OF ADVANCED STUDIES GOKELPUR, SHARANPUR",2015,TIRUPATI GIRLS RESIDENCE,Girls Hostel,40,10
19157,"Govt. P.G. College, Damoh",2015,Girls hostel,Girls Hostel,60,32
29848,"Jawaharlal Nehru College, Khargone",2015,Girls Hostel,Girls Hostel,20,8
36848,S.G.N. Khalsa Law College,2015,S.G.N. Khalsa Girls Hostel,Girls Hostel,40,10
42301,"SANJEEVANI COLLEGE OF LAW, KIRTANPUR, BAHRAICH",2015,Sanjivanie Boys hostel,Boys Hostel,80,40
40819,P.A.Mahavidyalaya,2015,SC Girls Hostel,Girls Hostel,20,15
46061,"BRAHMANAND GROUP OF INSTITUTIONS,BULANDSHAHAR",2015,"Brahmanand group of Institutions, Hostel",Boys Hostel,180,0
49053,"PADMASREE COLLEGE OF NURSING (Inst. Code - 379), KANCHEEPURAM",2015,Padmasree College of Nursing,Girls Hostel,300,1
49053,"PADMASREE COLLEGE OF NURSING (Inst. Code - 379), KANCHEEPURAM",2015,Padmasree College of Nursing,Boys Hostel,50,0
11631,"St. Thomas College of Teacher Education, Mylacompu, Thodupuzha 685 584",2015,L.F. BOARDING PAYNKULAM,Girls Hostel,70,15
17029,SCHOOL OF PLANNING AND ARCHTECTURE,2015,jnafau-hostel for boys,Boys Hostel,120,120
21293,B.F.I.T. Technical Campus,2015,RAGHUBIR BLOCK,Girls Hostel,96,96
30080,"Gandhi Institute of Excellent Technocrats (GIET), Bhubaneswar (Formerly : Xavier Inst. of Tech, Bhubaneswar)",2015,BOYS HOSTEL-II,Boys Hostel,300,150
30080,"Gandhi Institute of Excellent Technocrats (GIET), Bhubaneswar (Formerly : Xavier Inst. of Tech, Bhubaneswar)",2015,BOYS HOSTEL-I,Boys Hostel,300,300
40282,Dayanand sagar College of Pharmacy,2015,DSI - NRI Girls Hostel,Girls Hostel,250,250
40282,Dayanand sagar College of Pharmacy,2015,DSI residence hostel,Boys Hostel,300,284
40282,Dayanand sagar College of Pharmacy,2015,Dayananda Sagar Girls Hostel,Girls Hostel,80,80
30179,"Konark Institute of Science and Technology (KIST), Bhubaneswar",2015,Kunja Binodini Halls of Residence,Girls Hostel,384,272
38599,"New Rajasthan Women TT College, Jhunjhunun",2015,NEW RAJASTHAN GIRLS HOSTEL,Girls Hostel,60,10
42180,"Shri Chhatrapati Shivaji Shikshan Sansthas Shri Chhatrapati Shivaji College of Arts, Science & Commerce,Shrigonda, Dist. Ahmednagar 413701",2015,Women's Hostel,Girls Hostel,350,350
8833,"100043-IES'S IQRA COLLEGE OF EDUCATION, MEHRUN.",2015,"Iqra Girls Hostel, Mehrun, Jalgoan",Girls Hostel,40,0
8833,"100043-IES'S IQRA COLLEGE OF EDUCATION, MEHRUN.",2015,"Iqra Boys Hostel, Iqra Nagar, Jalgaon",Boys Hostel,20,0
9581,Tripura Medical College & Dr. B.R.A.M. Teaching Hospital,2015,Girls Hostel -3,Girls Hostel,200,142
39512,"Affinity Business School, Plot No. 119/A, Mancheswar I.E., Bhubaneswar",2015,Hostel-V,Boys Hostel,140,140
39512,"Affinity Business School, Plot No. 119/A, Mancheswar I.E., Bhubaneswar",2015,Hostel-IV,Boys Hostel,140,140
40398,AECS Pavan College of Nursing,2015,PAVAN COLLEGE GIRLS HOSTEL,Girls Hostel,200,120
39206,"S S Jain Subodh P G College, Jaipur",2015,Subodh Girls Hostel,Girls Hostel,110,110
39350,"SKCG (Autonomous) College, Parlakhemundi",2015,SKCG LADIES HOSTEL,Girls Hostel,40,17
39611,"ASBM Institute of Professional Studies, Siksha Vihar, Bhola, Chandaka, Bhubaneswar",2015,HOSTEL NO-06,Boys Hostel,46,41
16686,St. Joseph's College,2015,St Joseph's College Women's Hostel,Girls Hostel,160,160
16686,St. Joseph's College,2015,Carmel Study House,Girls Hostel,100,100
50600,CHENNAI ACADEMY OF ARCHITECTURE AND DESIGN,2015,CAAD Hostel,Boys Hostel,15,6
39778,"IPSAR, IPSAR House, Sector- 6 CDA, Cuttack-14",2015,BOYS HOSTEL,Boys Hostel,60,11
9592,Tripura Institute of Paramedical Science,2015,TIPS BOYS' HOSTEL,Boys Hostel,216,200
9873,VIDYA PRASARAK SOCIETY's COLLEGE OF BCA BAGALKOT,2015,VPM's Boys Hostel,Boys Hostel,40,2
10090,"JSS ARTS/SCIE/COMM COLLEGE, GOKAK",2015,"J.S.S. Arts, Science & Commerce College, Gokak Ladies Hostel",Girls Hostel,100,60
36365,"ArcotSriMahalakshmiWomen""s College,Arni M,Villapakkam-632 521ain Road",2015,Arcot Sri Mahalakshmi Womens college hostel,Girls Hostel,250,200
39697,"S.G.College,Kanikapada Jajpur",2015,S.G.COLEGE HOSTEL,Boys Hostel,30,30
47895,"AHMEDABAD DENTAL COLLEGE, RANCHARADA",2015,AHMEDABAD DENTAL COLLEGE GIRLS' HOSTEL,Girls Hostel,180,155
52140,COLUMBIA COLLEGE,2015,GIRLS HOSTEL,Girls Hostel,50,18
10952,Mayurbhanj Homoe .Med. Coqllege & Hospital,2015,Ladies Hostel,Girls Hostel,65,65
11538,"Govt. College Dharmashala, Distt Kangra",2015,Girls Hostel,Others,42,42
11538,"Govt. College Dharmashala, Distt Kangra",2015,Girls Hostel,Girls Hostel,54,54
8924,"240093-SES'S H.R.PATEL INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH, SHIRPUR",2015,SES'S Boys Hostel,Boys Hostel,50,3
44404,"ST. COLUMBA'S COLLEGE, HAZARIBAG",2015,Girls Hostel,Girls Hostel,50,0
44404,"ST. COLUMBA'S COLLEGE, HAZARIBAG",2015,Diamond Jublee Hostel,Boys Hostel,50,0
10925,"Rimuli College, Rimuli",2015,Women's Hostel,Girls Hostel,52,52
16036,"Shri Durga Ji Snatkottar Mahavidyalaya, Chandesar, Azamgarh",2015,Moti Lal Nehru Hostel,Boys Hostel,100,0
45443,"JAYA COLLEGE OF PARAMEDICAL SCIENCES, COLLEGE OF PHYSIOTHERAPY (Inst. Code - 202), CHENNAI",2015,JAYA WOMEN'S HOSTEL,Girls Hostel,200,15
17979,"Krishna chaitanya Institute of Technology & Sciences, Jawayar nagar , MarkapurPIN-523316(CC-JU)",2015,KITS GIRLS HOSTEL,Girls Hostel,200,149
17979,"Krishna chaitanya Institute of Technology & Sciences, Jawayar nagar , MarkapurPIN-523316(CC-JU)",2015,KITS BOYS HOSTEL,Boys Hostel,200,166
10549,R.P. Indraprastha Institute of Technology,2015,RPIIT GIRLS HOSTEL,Girls Hostel,200,167
10282,Baba Isher Singh Institute of Technology VPO-Gagra,2015,KIK Hostel,Girls Hostel,60,20
10282,Baba Isher Singh Institute of Technology VPO-Gagra,2015,Gagra Hostel,Boys Hostel,120,52
16694,Capital College of Higher Education,2015,LeDamesele,Girls Hostel,60,41
16897,"St. Aloysius College, Mangalore-575003",2015,AIMIT SAC Boys Hostel,Boys Hostel,220,146
16897,"St. Aloysius College, Mangalore-575003",2015,SAC Hostel,Boys Hostel,340,228
16897,"St. Aloysius College, Mangalore-575003",2015,AIMIT SAC Girls Hostel,Girls Hostel,135,112
16897,"St. Aloysius College, Mangalore-575003",2015,SAC PG Girls Hostel,Girls Hostel,100,97
34521,Adarsha Shikshan Prasrak Mandal's K.T. Patil Pharmacy College.,2015,"ASPM's K.T.Patil College of Pharmacy of Girls Hostel, Osmanabad.",Girls Hostel,50,50
28850,"R.I.E.T VIDYAPEETH, (Only For girls) POHLI, SARDHANA ROAD, MEERUT",2015,0,NA,0,0
11517,"Abhilashi Institutes of Bio-Technology, Tanda, Distt Mandi",2015,Girls,Girls Hostel,100,10
11770,"St. Thomas College of Teacher Education, Pala 686 575",2015,"Carmel hostel for Girls, Pala",Girls Hostel,130,4
11770,"St. Thomas College of Teacher Education, Pala 686 575",2015,"St.Thomas Training College hostel for Men, Pala",Boys Hostel,100,2
8495,Subansiri College P.O. Pathalipam,2015,Subansiri College Girls Hostel,Girls Hostel,40,35
16742,Salesian College of Higher Education,2015,Salesian College Hostel,Boys Hostel,60,52
10895,"M.P.C (Auto) College, Baripada",2015,M.T.K. Women's Hostel (Hostel No-5),Girls Hostel,72,72
10895,"M.P.C (Auto) College, Baripada",2015,3rd and PMB Hostel (Hostel No-3),Boys Hostel,80,80
10895,"M.P.C (Auto) College, Baripada",2015,T.R.W. Hostel (Hostel No-6),Boys Hostel,40,40
1365,"Brindavan College of Engg., BANGALORE",2015,Brindavan College Boys Hostel - 2,Boys Hostel,192,113
1365,"Brindavan College of Engg., BANGALORE",2015,Brindavan College Boys Hostel - 1,Boys Hostel,250,86
1365,"Brindavan College of Engg., BANGALORE",2015,Brindavan College Girls Hostel,Girls Hostel,192,155
10283,"Chandigarh College of Pharmacy, Landran",2015,Sukh Sagar Hostel,Boys Hostel,60,60
10480,"Institute for Management Studies, IET Bhaddal",2015,HB-V,Boys Hostel,100,5
21222,"G.T. Institute Management Studies & Research, 10/15, Magadi Road, Sunkadakatte, Vishwaneedum Post, Bangalore-560 091.",2015,G T GIRLS HOSTEL,Girls Hostel,10,4
40304,Government College of Pharmacy,2015,GOVERNMENT COLLEGE OF PHARMACY,Boys Hostel,90,88
40288,SLES College of Nursing,2015,Sles girls hostel,Girls Hostel,480,400
40288,SLES College of Nursing,2015,sles boys hostel,Boys Hostel,100,50
26278,"Adoni Arts & Science College (PG), Adoni",2015,Sri Alimchand Hemandas Boys Hostel,Boys Hostel,200,200
21270,Maya Institute of Technology & Management,2015,Boys Hostel,Boys Hostel,250,90
16906,"Dr. M.V. Shetty College of Social Work, Vidyanagar, Kuloor, Mangalore-575013",2015,Dr.M.V.Shetty Boys Hostel,Boys Hostel,90,12
16906,"Dr. M.V. Shetty College of Social Work, Vidyanagar, Kuloor, Mangalore-575013",2015,Dr.M.V.Shetty Girls Hostel,Girls Hostel,200,17
39560,"Dhenkanal Law College, Station Bazar, Dhenkanal",2015,WOMENS HOSTEL,Girls Hostel,30,24
19467,"K.B.M. T.T. College, Bonli, Sawaimadhopur",2015,KBM HOSTEL,Others,50,50
13680,"Awadhoot Bhagwan Ram P.G. College, Anpara, Sonebhadra",2015,Maa Maitrayeni yogini mahila Hostel,Girls Hostel,40,25
40600,S B Patil Institute of Dental Sciences & Research,2015,S.B. Patil Dental College & Hospital BIDAR,Boys Hostel,15,12
36412,"Immaculate college for Women,Viriyur,devapandelam,Post,SankarapuramTaluk-606 402",2015,Immaculate College Hostel,Girls Hostel,300,250
23983,Bhaskara Institute Of Pharmacy,2015,Girls Hostel,Girls Hostel,150,82
49050,"DHANVANTRI COLLEGE OF NURSING (Inst. Code - 357), ERODE",2015,Dhanvantri Boys Hostel,Boys Hostel,50,16
21324,Institute of Co-Operative Management,2015,Drona Hostel,Boys Hostel,55,27
47378,"G R R COLLEGE OF NURSING, BANGALORE",2015,G R R CON GIRLS HOSTEL,Girls Hostel,300,275
35360,"Ram Manohar Lohiya College, Bhopal",2015,"RML Hostel 135,137,138, Barkhedi Kalan Bhopal",Boys Hostel,75,17
40550,St. Annâ€™s Institute of Health Sciences,2015,St. Ann's Girls Hostel,Girls Hostel,50,30
40550,St. Annâ€™s Institute of Health Sciences,2015,St Ann's Boys Hostel,Boys Hostel,50,20
7281,"Dayanand Law College, Latur",2015,Dayanand Hostel,Boys Hostel,50,13
27593,Prannath Parnami Institute of Management & Technology,2015,GURU MANGAL DAS BOYS HOSTEL,Boys Hostel,90,45
27593,Prannath Parnami Institute of Management & Technology,2015,P.G. OCCUPIED / GOVERNS BY INSTITUTE,Girls Hostel,50,25
49638,"SHRI RAWATPUA SARKAR POLYTECHNIC, DHANELI",2015,SRI Boys Hostel,Boys Hostel,100,25
42019,"Suryadatta College of Management & Information Research & Technology,Sadashiv Peth,Pune 30",2015,Balaji Hostel,Boys Hostel,100,10
42019,"Suryadatta College of Management & Information Research & Technology,Sadashiv Peth,Pune 30",2015,Sant Meera,Girls Hostel,80,5
14805,"St.Marys college of Education, Thoothukkudi",2015,Tie up with Child Jesus Convent Hostel,Girls Hostel,50,0
44929,"Agricultural Engineering College and Research Institute, Tiruchirappalli",2015,AEC & RI PG Hostel,Boys Hostel,15,12
6608,"Shri Janki Sanskrit College, Puranilanka, Chitrakoot, Satna",2015,boys,Boys Hostel,50,45
1421,"Sri Krishana Institute of Technology, BANGALORE",2015,Sri Raghavendra Boys Hostel,Boys Hostel,200,40
6318,Bengal Institute of Technology and Management 163,2015,Hostel,Boys Hostel,600,450
41133,Nehru Arts and Science College,2015,Kuniamuthur,Boys Hostel,400,320
41133,Nehru Arts and Science College,2015,Nehru Boys Hostel,Boys Hostel,220,208
41133,Nehru Arts and Science College,2015,Indira Priyadarshini,Girls Hostel,280,250
41133,Nehru Arts and Science College,2015,Kamala Nehru,Girls Hostel,100,95
41133,Nehru Arts and Science College,2015,Kaliapuram,Boys Hostel,800,740
11317,"Lord Mahavira B.Sc Nursing College. Ist Floor, PNB Building, Ropar Road, Nalagarh, Distt. Solan",2015,Lord Mahavira Hostel - 2,Girls Hostel,70,45
20960,"A.M.C College, 18th Km. Bannerghatta Road, Bangalore-83",2015,AMC Hostel,Girls Hostel,100,36
20960,"A.M.C College, 18th Km. Bannerghatta Road, Bangalore-83",2015,AMC Hostel,Boys Hostel,600,143
14772,Dhanalakshmi Srinivasan College of Education,2015,H 8 BLOCK,Boys Hostel,100,2
10423,Khalsa College of Engg. and Technology,2015,"KCET, Boys Hostel",Boys Hostel,100,40
11820,"D.C. School of Management and Technology, Pullikkanam P.O., Vagamon, ldukki- 685 503",2015,Ganga,Girls Hostel,194,99
29356,Sukhdeva Krishna Collegeof Education for Women,2015,Saraswati Hostel,Girls Hostel,120,3
16306,Govt. Polytechnic Raigarh,2015,TILAK HOSTEL,Boys Hostel,120,94
32618,"Govt. College, Neemuch",2015,Govt.Women's Hostel Neemuch,Girls Hostel,50,0
32618,"Govt. College, Neemuch",2015,Govt.P.G.College Boys Hostel Neemuch,Boys Hostel,30,30
29872,"S.D.P.S. College of Nursing, Khandwa Road, Indore",2015,sdps girls hostel indore,Girls Hostel,250,250
47146,"KRISHNA DEVI MAHESWARI PHARMACY COLLEGE, JHUNJHUNU",2015,KRISHNADEVI MAHESHWARI PHARMACY HOSTEL,Boys Hostel,76,61
11374,"Govt. College Palampur, Distt Kangra",2015,SCVB Govt. College OBC Hostel,Boys Hostel,105,15
38342,"Pt. Deen Dayal Upadhyaya Smiti Mahila TT College, Dausa",2015,UPADHYAY HOSTEL,Girls Hostel,50,30
44832,Goutham College of Physiotherapy,2015,Goutham Womens Hostel,Girls Hostel,300,250
31033,"D.M. College of Education, Moga",2015,D.M. College of Education Girls Hostel,Girls Hostel,50,0
53477,GOKUL INTEGRATED LAW COLLEGE,2015,GIRLS HOSTEL (GIRLS),Girls Hostel,10,0
21260,Dev Bhoomi Institute of Technology and Engineering,2015,GH-1,Girls Hostel,400,20
17688,"S.J.V.P. College, Autonomous,Harihara",2015,Jayarudra Women's Hostel,Girls Hostel,25,10
29470,"College of Agricultural Engineering, Jabalpur",2015,AZAD HOSTEL 2,Boys Hostel,34,34
29470,"College of Agricultural Engineering, Jabalpur",2015,AZAD HOSTEL 1,Boys Hostel,50,45
17957,"Nova College of Pharmacy, Vegaram, Jangareddigudem (Mandal), PIN-534447.(CC-T7)",2015,Pharmacy boys hostel,Boys Hostel,400,351
36918,Meera Bai Institute of Technology,2015,Meera Bai Girls Hostel,Girls Hostel,120,65
34923,RSC NURSING COLLEGE,2015,RSC College of Nursing,Girls Hostel,225,50
14719,Sri Lakshmi College of Education,2015,Sri Lakshmi Boys Hostel,Boys Hostel,50,17
6658,SHETH M N SCIENCE COLLEGE PATAN,2015,Arts &Science,Girls Hostel,50,50
6658,SHETH M N SCIENCE COLLEGE PATAN,2015,L.N.K. CTE,Boys Hostel,40,20
36384,"Idaya College of Arts &Science for Women,Pudupalayam,Chengam-606 705",2015,IDHAYA HOME(Hostel),Girls Hostel,500,228
48217,RAJEEV GANDHI MANAGEMENT INSTITUTE BHOPAL,2015,Bundel Khand Hostel,Boys Hostel,100,50
30751,"Shrbati College of Nursing, Gayushala Road, Mahandergarh",2015,Shabati Nursing Hostel,Boys Hostel,40,20
46137,"H.R.INSTITUTE OF HOTEL MANAGEMENT, MORTA, GHAZIABAD",2015,HRGI GIRLS HOSTEL,Girls Hostel,200,2
46137,"H.R.INSTITUTE OF HOTEL MANAGEMENT, MORTA, GHAZIABAD",2015,HRGI BOYS HOSTEL,Boys Hostel,500,18
18336,"GH Raisoni Institute of Information Technology and Computer Research, Hingna road",2015,Ankush Shikhan Sansthan Girls hostel,Girls Hostel,60,4
18336,"GH Raisoni Institute of Information Technology and Computer Research, Hingna road",2015,Ankush Shikhan Sansthan Boys hostel,Girls Hostel,60,0
45947,"SRI KALISWARI INSTITUTE OF MANAGEMENT AND TECHNOLOGY, VIRUDHUNAGAR",2015,MBA Hostel,Boys Hostel,40,2
47456,"YEMHI MEMORIAL COLLEGE , DIMAPUR",2015,Yemhi Memorial Hostel for Boys,Boys Hostel,20,12
17945,"Muttamsetty Venkata Narayana Institute of Management Studies & Research, Vegavaram, PIN-534447(CC-7G)",2015,Boys Hostel,Boys Hostel,240,0
29039,"UNIQUE INSTITUTE OF MANAGEMENT & TECHNOLOGY, UNIQUE CITY, NH-58, GANGA NAHAR, MURADNAGAR, MODINAGAR (GHAZIABAD) Ph. No :- 01232-254800, 254433, 9837024997",2015,SHUBHAM HOSTEL,Boys Hostel,100,10
44920,Forest College and Research Institute,2015,Brandis,Boys Hostel,42,41
44920,Forest College and Research Institute,2015,Kondas,Boys Hostel,45,31
44920,Forest College and Research Institute,2015,Hornbill,Girls Hostel,23,35
44920,Forest College and Research Institute,2015,Peacock,Boys Hostel,58,51
44920,Forest College and Research Institute,2015,Cuckoo,Girls Hostel,32,47
52297,KHALSA COLLEGE OF PHARMACY AND TECHNOLOGY,2015,Maharani Jinda,Girls Hostel,300,55
52297,KHALSA COLLEGE OF PHARMACY AND TECHNOLOGY,2015,Faridkot,Boys Hostel,300,95
50312,THAKUR SCHOOL OF ARCHITECTURE & PLANNING,2015,THAKUR BOYS HOSTEL,Boys Hostel,10,4
47586,"SHRI JAIBHARATA SADHU SANSKRIT MAHAVIDYALAYA, NIRANJANI AKHARA, HARIDWAR",2015,jay bharat sadhu mahavidyalaya,Boys Hostel,60,45
27149,"D.K. College, Dumraon",2015,Saraswati Mahila Chatrawas,Girls Hostel,40,0
28940,"MKR (PG) INSTITUTE OF TECHNOLOGY HASANPUR MUSSOORIE, ON DELHI BAGHPAT ROAD, KHEKRA, BAGHPAT MOB. No. 09528102313, 09634297268, 09319854166 Ph. 0121-2232309, 2232965",2015,MKR HOSTEl,Boys Hostel,50,40
40441,Sri Sathya Sai Institute of Higher Medical Sciences,2015,Karuna Hostel,Girls Hostel,225,183
