id,college_name,survey_year,name,hostel_type,intake_capacity,students_residing
6137,Saroj Mohan Institute of Technology 320,2015,NAJRUL BHABAN,Boys Hostel,86,0
11881,St. Xavier's College,2015,MOTHER TERESA GIRLS HOSTEL,Girls Hostel,184,130
48211,KNP COLLEGE OF SCIENCE AND TECHNOLOGY BHOPAL,2015,KNP BOYS HOSTEL,Boys Hostel,50,40
48211,KNP COLLEGE OF SCIENCE AND TECHNOLOGY BHOPAL,2015,KNP CHINAR GIRLS HOSTEL,Girls Hostel,30,20
10884,"S.A. Jain College, Ambala City",2015,Women Hostel,Girls Hostel,89,0
1381,"Sri Venkateshwara College of Engineering, BANGALORE",2015,SVCE,Girls Hostel,200,150
8657,Muktambika BCA/BBA College for Women Gulbarga,2015,Muktambika Girls Hostel,Girls Hostel,60,30
46108,"PUNJAB INSTITUTE OF MEDICAL SCIENCES, JALANDHAR",2015,Boys Hostel,Boys Hostel,225,118
49350,RIMT-ACADEMIC COLLEGE,2015,Girls Hostel,Girls Hostel,300,32
21764,Govt. Ghanshyam Singh Gupt College Balod,2015,Girls hostel,Girls Hostel,50,50
10909,"L.K College, Bangriposi",2015,UGC Womens Hostel,Girls Hostel,100,100
10909,"L.K College, Bangriposi",2015,Ladies Hostel,Girls Hostel,40,40
10705,"I.G. National College, Ladwa (Dhanora)",2015,WOMEN HOSTEL,Girls Hostel,48,0
27938,D.A.V. College Amritsar,2015,Mahatma Hans Raj Hostel,Boys Hostel,200,25
21199,"Goutham Evening College, #1457, 14th Main Road, Shankar Mutt Road, Mahalakshmipura, Bangalore -86,",2015,Goutham Mens Hostel,Boys Hostel,40,10
21199,"Goutham Evening College, #1457, 14th Main Road, Shankar Mutt Road, Mahalakshmipura, Bangalore -86,",2015,Goutham Womens Hostel,Girls Hostel,30,15
22288,"RIMT College of Education, Sirhind Side, Mandi Gobindgarh Fatehgarh Sahib",2015,Hostel - 1,Boys Hostel,141,3
22211,"SBRS College for Women, Sadik, Faridkot",2015,HOSTEL 1,Girls Hostel,50,4
27844,"Indo Global College of Architecture, Abhipur",2015,Indo Global Boys Hoistel,Boys Hostel,70,53
27844,"Indo Global College of Architecture, Abhipur",2015,Indo Global Girls Hostel,Girls Hostel,70,47
15597,"Govt.Polytechnic, Khairagarh",2015,Boys Hostel,Boys Hostel,40,40
41322,"Group of Institutions College of Pharmacy, A/p. Kashti, Tal. Shrigonda,Dist.Ahmednagar",2015,Parikram Hostel,Boys Hostel,240,15
47293,NAVJIVINI INSTITUTE OF SPECIAL EUCATION AND RESEARCH SULAR,2015,NISER GIRLS HOSTEL,Girls Hostel,30,13
47293,NAVJIVINI INSTITUTE OF SPECIAL EUCATION AND RESEARCH SULAR,2015,NISER BOYS HOSTEL,Boys Hostel,21,8
21372,K.K.S. Women's College,2015,SWANAMADHANYA,Girls Hostel,120,120
32981,"BETHNI COLLEGE OF NURSING,BORSI ROAD",2015,ST. ALPONSHA HOSTEL,Girls Hostel,200,180
42373,"PRATAP BAHADUR SNATKOTTAR MAHAVIDYALAYA, PRATAPGARH CITY, PRATAPGARH",2015,Rani Asha Kuwari,Girls Hostel,64,28
10810,"Arya Kanya Mahavidyalaya, Mor-Majra,",2015,H2,Girls Hostel,300,310
10810,"Arya Kanya Mahavidyalaya, Mor-Majra,",2015,H3,Girls Hostel,200,57
18339,JL Chaturvedi College of Engineering Nandanvan,2015,PRIYADARSHINI GIRLS HOSTEL,Girls Hostel,50,0
18339,JL Chaturvedi College of Engineering Nandanvan,2015,PRIYADARSHI BOYS HOSTEL,Boys Hostel,50,0
43353,Gobardanga Hindu College,2015,Women's Hostel,Girls Hostel,30,0
43353,Gobardanga Hindu College,2015,New Hostel,Boys Hostel,60,30
35759,"College of Horticulture, Bagalkot",2015,Chalukya,Boys Hostel,140,140
10653,Seth Jai Parkash Mukand Lal Inst. of Engineering & Technology,2015,Damla Boys Hostel,Boys Hostel,234,104
10653,Seth Jai Parkash Mukand Lal Inst. of Engineering & Technology,2015,Padmavati Bhavan,Girls Hostel,493,281
10653,Seth Jai Parkash Mukand Lal Inst. of Engineering & Technology,2015,Ved Bhavan,Boys Hostel,109,109
10653,Seth Jai Parkash Mukand Lal Inst. of Engineering & Technology,2015,Flat hostel,Boys Hostel,0,0
17816,"M.E.S.M.P.S. Womens College, Chikmagalur.",2015,MES Womens hostel,Girls Hostel,75,70
47985,LN COLLEGE OF NURSING,2015,LNNC HOSTEL NH-1,Girls Hostel,144,26
30349,"Aluri College of Nursing, Ongole",2015,alluri college of nursing . ongole,Girls Hostel,160,160
30344,"St. Anns College of Nursing, Guntur",2015,St.Ann's College of Nursing Hostel,Girls Hostel,200,180
10897,"S.C.B. Degree College, Ragdha",2015,UGC WOMEN'S HOSTEL,Girls Hostel,30,0
10160,"KRCES'S GGD ARTS, BMP COMMERCE SVS SCIENCE COLLEGE, BAILHONGAL",2015,GIRLS HOSTEL,Girls Hostel,60,0
11685,"S.N.Gurukulam College of Engineering, Kadayiruppu P.O., Kolencherry, Emakulam -682 311",2015,SNGCE Girls Hostel,Girls Hostel,425,323
13832,"Pad. Dr. V.V. Patil Foundations Medical College, Ahmednagar.",2015,Girls Hostel No.1,Girls Hostel,168,168
13832,"Pad. Dr. V.V. Patil Foundations Medical College, Ahmednagar.",2015,Boys Hostel No..3,Boys Hostel,256,248
21415,"Govt. Degree College for Boys Anantnag, Kashmir",2015,S T,Boys Hostel,108,18
21415,"Govt. Degree College for Boys Anantnag, Kashmir",2015,Ibn Sena Boys Inn,Boys Hostel,108,16
8146,"SALAFIYYA ARABIC COLLEGE, KARINGANAD",2015,Girls Hostel,Girls Hostel,20,13
8146,"SALAFIYYA ARABIC COLLEGE, KARINGANAD",2015,Boys Hoste,Boys Hostel,40,4
30723,"Lingay's Institute of Health Sc. ( Nursing), Vill Kanwara, Faridabad",2015,KSR GIRLS HOSTEL,Girls Hostel,300,3
23119,Sambad School of Media and Culture,2015,SSoMaC hostel,Girls Hostel,15,15
43059,"Late.Sanjay Tompe & Late Samir Deshmukh Shikshanshastra Mahavidyalaya, Chandur Bazar.",2015,radhe govind ladies hostel,Girls Hostel,80,0
40521,HKES Homoeopathic Medical College & Hospital,2015,HKE Society's V G Womens Hostel Gulbarga,Girls Hostel,600,540
36271,"""All Saints College of Technology, Jaipur Jabalpur, NH-12, Gandhi Nagar, Bhopal-462031 """,2015,KOH E FIZA B1,Boys Hostel,30,10
36271,"""All Saints College of Technology, Jaipur Jabalpur, NH-12, Gandhi Nagar, Bhopal-462031 """,2015,KOH E FIZA GIRLS HOSTEL,Girls Hostel,20,15
14015,"Rajashree Chhatrapati Shahu Maharaj Govt. Medical College, Kolhapur",2015,GIRLS HOSTEL,Girls Hostel,333,333
14015,"Rajashree Chhatrapati Shahu Maharaj Govt. Medical College, Kolhapur",2015,RESIDENT HOSTEL,Others,90,90
10933,"Anandapur College, Anandapur",2015,Boys Hostel,Boys Hostel,50,24
10933,"Anandapur College, Anandapur",2015,T.H.W. Ladies Hostel,Girls Hostel,50,50
784,JUNAGADH KELAVANI MANDAL COMMERCE & B.B.A. COLLEGE-JUNAGADH,2015,JUNAGADH KELAVANI MANDAL HOSTEL,Boys Hostel,200,0
784,JUNAGADH KELAVANI MANDAL COMMERCE & B.B.A. COLLEGE-JUNAGADH,2015,JUNAGADH KELAVANI MANDAL HOSTEL,Girls Hostel,200,0
17089,Bhawanipur Anchalik College,2015,"Women's Hostel, Bhawanipur Anchalik College",Girls Hostel,24,15
30369,"PES College of Nursing, Kuppam",2015,"PES College of Nursing, Girls Hostel",Girls Hostel,350,125
39595,"UG.Mahavidyalaya, Khamar,Angul",2015,Womens' Hostel,Girls Hostel,50,34
17266,Dhamdhama Anchalik College,2015,Under Construction with UGC aid,Girls Hostel,72,0
39515,"Indira Gandhi Mahila Mohavidyalaya, Jajpur",2015,UGC Sponsord Womens Hostel,Girls Hostel,60,60
44811,SINHGAD INSTITUTE OF BUSSNESS MANGEMENT(MCA) KAMALAPUR TAL.SANGOLA DIST-SOLAPUR,2015,SMT. KASHIBAI NAVALE BOY'S HOSTEL,Boys Hostel,160,9
44811,SINHGAD INSTITUTE OF BUSSNESS MANGEMENT(MCA) KAMALAPUR TAL.SANGOLA DIST-SOLAPUR,2015,SMT. KASHIBAI NAVALE GIRL'S HOSTEL,Girls Hostel,160,8
29428,"Guru Nanak College of Education, Gopalpur",2015,Guru Nanak College of Edu. Boys Hostel,Boys Hostel,80,0
51748,SHRI JIVANBHAI JORABHAI DESAI (Bhanduwala) PHYSIOTHERAPY COLLEGE,2015,A.L.DESAI HOSTEL,Boys Hostel,90,0
18825,"Government Chitra Kala College, Laxminagar",2015,Govt. Chitrakala Mahavidyalaya Girls Hostel,Girls Hostel,50,36
6327,Gurunanak Institute of Hotel Management 312,2015,Boys Hostel 2,Boys Hostel,15,15
6327,Gurunanak Institute of Hotel Management 312,2015,Boys Hostel 1,Boys Hostel,20,20
42407,"MADAN MOHAN MALVIYA P.G. COLLEGE, KALAKANKAR, PRATAPGARH",2015,DINESH HOSTEL,Boys Hostel,60,60
42401,"SRI RAM ADARSH MAHAVIDYALAYA, MUBARAKPUR MARAILA, AMBEDKAR NAGAR",2015,BOYS,Boys Hostel,50,22
48329,PRATAP CHANDRA COLLEGE OF EDUCATION,2015,RAJBALA,Girls Hostel,50,42
49320,"SHANTI INSTITUTE OF TECHNOLOGY,MEERUT",2015,1,Boys Hostel,400,200
27060,University V.O.Chidambaranar College of Engineering Tuticorin,2015,UVOC HOSTEL,Girls Hostel,200,172
39383,"Chikiti Mahaidyalaya, Chikiti",2015,BOY'S HOSTEL,Boys Hostel,16,14
39383,"Chikiti Mahaidyalaya, Chikiti",2015,GIRL'S HOSTEL,Girls Hostel,48,0
45161,"KEVLANAND B.ED. COLLEGE, DARANAGAR GANJ",2015,Swami Sukhanand Boy's Hostel,Boys Hostel,100,2
45161,"KEVLANAND B.ED. COLLEGE, DARANAGAR GANJ",2015,Maharani Kisori Devi Girl's hostel,Girls Hostel,100,6
32956,"ORIENTAL COLLEGE OF NURSING, BILASPUR ROAD, KATGHORA",2015,OCN GIRLS HOSTEL,Girls Hostel,100,95
33004,"SANDEEPANEE ACADAMY VILL-ACHHOTI, POST-MURMUNDA, DHAMDHA",2015,SANDIPANI ACADEMY GIRLS HOSTEL,Girls Hostel,200,118
30107,"Aryan Institute of Engineering and Technology, (AIET), Barakuda, Khurda, Bhubaneswar",2015,BOYS HOSTEL,Boys Hostel,750,372
28510,"Ananda College, Devakottai",2015,Josephine Hostel for Women,Girls Hostel,350,148
7240,"Manipal College of Dental Sciences, Mangalore",2015,Boys Hostels (Total 35 Hostels),Boys Hostel,9047,8054
7240,"Manipal College of Dental Sciences, Mangalore",2015,Girls Hostels (Total 34 Hostels),Girls Hostel,7109,6195
7254,"Manipal College of Dental Sciences, Manipal",2015,Boys Hostels (Total 35 Hostels),Boys Hostel,9047,8054
7254,"Manipal College of Dental Sciences, Manipal",2015,Girls Hostels (Total 34 Hostels),Boys Hostel,7109,6195
19322,N.G.S.M. INSTITUTE OF PHARMACEUTICAL SCIENCES,2015,NGSM Girls Hostel,Girls Hostel,350,168
46836,"MAHARANA INSTITUTE OF PROFESSIONAL STUDIES, KANPUR",2015,KALPANA CHAWALA HOSTEL,Girls Hostel,206,16
46836,"MAHARANA INSTITUTE OF PROFESSIONAL STUDIES, KANPUR",2015,C.V. RAMAN HOSTEL,Boys Hostel,206,90
22235,"Sri Guru Harkrishan College of Management and Technology, Raipur, Bahadurgarh",2015,Boys Hostel,Boys Hostel,0,0
22235,"Sri Guru Harkrishan College of Management and Technology, Raipur, Bahadurgarh",2015,Girls Hostel,Girls Hostel,16,3
47874,"JSS ACADEMY OF TECHNICAL EDUCATION, NOIDA",2015,JSS BOYS HOSTEL,Boys Hostel,750,736
35583,Govt I Grade College Sunakalbidari Tp- Ranebennur Dist- Haveri.,2015,BCM Hostel,Boys Hostel,100,100
41229,"Dr. D.Y. Patil Pratishthans Dr. D.Y. Patil College of Education,Pune",2015,D.Y.Patil Hostel,Girls Hostel,10,0
41229,"Dr. D.Y. Patil Pratishthans Dr. D.Y. Patil College of Education,Pune",2015,D.Y.Patil Hostel,Boys Hostel,10,0
9885,"BEYNON SMITH COLLEGE OF PHY., EDU, BELGAUM",2015,BEYNON SMITH COLLEGE OF PHY.EDN BELGAUM,Girls Hostel,20,0
30098,"Synergy Institute of Technology (SIT), Pahala, Bhubaneswar",2015,Boys Hostel,Boys Hostel,354,196
30098,"Synergy Institute of Technology (SIT), Pahala, Bhubaneswar",2015,Girls Hostel,Girls Hostel,107,52
39432,"Gunupur College, Gunupur",2015,BANSADHARA BOYS HOSTEL (ST/SC),Boys Hostel,72,72
44162,Matoshri Asarabai Darade Women's College of Education,2015,RANILAXMIBAI GIRLS HOSTEL BABHULGAON,Girls Hostel,100,25
6145,Kotibarsha Institute of Technology and Management 202,2015,Nibedita Girl's Hostel,Girls Hostel,20,6
15754,WALCHAND COLLEGE OF ARTS AND SCIENCE ASHOK CHOWK SOLAPUR DIST-SOLAPUR,2015,"S.A.P.D.J. Pathashala's Hostel, Solapur",Boys Hostel,25,1
44063,Gurukula Sanskrit College,2015,Omm Bhawan Gents Hostel,Boys Hostel,100,68
45774,"AL AMEEN COLLEGE OF NURSING (Inst. Code - 292), TIRUVANNAMALAI",2015,Al-Ameen College of Nursing Hostel,Boys Hostel,10,2
7253,"School of Regenerative Medicine, Bangalore",2015,Boys Hostels (Total 35 Hostels),Boys Hostel,9047,8054
7253,"School of Regenerative Medicine, Bangalore",2015,Girls Hostels (Total 34 Hostels),Girls Hostel,7109,6195
43702,"Haneefa Kunju Memorial College of Education, Umayanalloor P.O.",2015,hkm,Girls Hostel,50,0
36575,SRI MEENAKSHI GOVERNMENT COLLEGE FOR WOMEN,2015,P G Hostel,Girls Hostel,120,120
39581,"Brahmani College, Dandisai, Kendrapara`",2015,TRW Hostel,Boys Hostel,30,0
39581,"Brahmani College, Dandisai, Kendrapara`",2015,Women's Hostel (Xth Plan UGC),Girls Hostel,75,0
39581,"Brahmani College, Dandisai, Kendrapara`",2015,Women's Hostel(IX th Plan UGC),Girls Hostel,50,0
9832,"Bangalore Institute of Legal Studies, Bangalore",2015,BHS HES Girls Hostel,Girls Hostel,65,65
48996,VIJAYA EDUCATIONAL ACADEMY (Inst. Code - 441),2015,Vijaya Educational Academy Student Hostel,Girls Hostel,60,24
8375,Bihpuria College P.O. Bihpuria-784164,2015,WOMENS' HOSTEL BIHPURIA COLLEGE,Girls Hostel,60,40
13988,"Bombay Hospital College of Nursing, Bombay Hospital Trust, Mumbai",2015,Bombay Hospital Student Nurses' Hostel,Girls Hostel,240,157
14802,P.S.Y. College of Education,2015,Psy Boys Hostel,Boys Hostel,25,0
40292,Cauvery College of Nursing,2015,"Cauvery college hostel,Chethana Garden",Girls Hostel,350,250
45521,"R.V.S. COLLEGE OF PHARMACEUTICAL SCIENCES (Inst. Code - 079), COIMBATORE",2015,Unit III Hostel,Boys Hostel,200,80
40074,New Sri Shanthini College of Nursing,2015,Shanthini Girls Hostel,Girls Hostel,200,100
16657,Dignity College of Architecture anjora,2015,girls,Girls Hostel,36,30
16657,Dignity College of Architecture anjora,2015,boys,Boys Hostel,12,11
29316,National Institute of Technical Teacher Training & Research Sector-26,2015,Mother Taresa,Girls Hostel,40,40
29316,National Institute of Technical Teacher Training & Research Sector-26,2015,Tagore Hall,Boys Hostel,80,80
29316,National Institute of Technical Teacher Training & Research Sector-26,2015,PG Hostel,Others,45,45
12854,"Mahila College, Khagaul",2015,Girls Hostel,Girls Hostel,36,0
21401,Agarapada College,2015,UGC Women's Hostel,Girls Hostel,100,0
36161,"Adina Institute of Pharmaceutical Science, Opposite Bamhori Seed Farm, Bhopal Road, Sagar-470002",2015,ADINA group Hostel,Girls Hostel,75,30
52372,SHALOM INSTITUTE OF MANAGEMENT STUDIES,2015,Boy's Hostel,Boys Hostel,60,12
39670,"S.S.D.Mahavidyalaya,Gurudijhatia,Cuttack",2015,SSDM WOMEN'S HOSTEL,Girls Hostel,50,0
29237,"Shaheed Kartar Singh Sarabha College of Nursing, Sarabha, Distt Ludhiana",2015,Nursing Hostel,Girls Hostel,480,240
29237,"Shaheed Kartar Singh Sarabha College of Nursing, Sarabha, Distt Ludhiana",2015,Boys Hostel,Boys Hostel,76,7
8806,"150029-TVES'S COLLEGE OF EDUCATION, FAIZPUR.",2015,Girls Hostel,Girls Hostel,80,0
39561,"Manjari Devi College of Nursing, Plot -68, Rasulgarh, Bhubaneswar",2015,Hostel-I,Girls Hostel,60,52
50784,SHELTER,2015,Trainee Hostel for girls,Girls Hostel,15,5
16902,"Alvas College of Physical Education, Sundari Ananda Alva Campus, Moodabidri-574227",2015,Shambhavi,Girls Hostel,75,17
13024,M.L.V. Government College,2015,CHANDRA SHEKHAR AZAD HOSTEL,Boys Hostel,135,135
28904,"APEX INSTITUTE OF MGMT. STUDIES & RESEARCH VILLAGE-GHAT ROAD, PARTAPUR BYPASS, P.O. M.I.E.T.MEERUT, Ph. No :- 2645461",2015,Deep Hostel,Boys Hostel,60,15
51320,mass college of nursing,2015,MASS Boys Hostel,Boys Hostel,130,60
18158,"Shankar Reddy Institute of Pharmaceutical Sciences, Bestavaripeta (M), PIN-523346(CC-9K)",2015,SankarReddy Institute of Pharmaceutical Sciences,Girls Hostel,200,80
18158,"Shankar Reddy Institute of Pharmaceutical Sciences, Bestavaripeta (M), PIN-523346(CC-9K)",2015,SankarReddy Institute of Pharmaceutical Sciences,Boys Hostel,200,120
400,"Laljibhai Chaturbhai Institute of Technology (SFI),Bhandu,Mehsana. 515",2015,Boys Hostel,Boys Hostel,0,0
400,"Laljibhai Chaturbhai Institute of Technology (SFI),Bhandu,Mehsana. 515",2015,Girls Hostel,Girls Hostel,0,0
40928,"Govt.College,Rourkela",2015,ST BOYS HOSTEL,Boys Hostel,100,0
25026,Vetri Vinayaha College of Engineering and Technology,2015,BLOCK III,Girls Hostel,160,141
41077,SRMV College of Arts and Science,2015,SRKV COLLEGE HOSTEL,Boys Hostel,540,364
41518,"Pune Zilha Shikshan Prasarak Mandals Annasaheb Waghire College of Arts, Science & Commerce , Otur, Tal. Junnar, Dist. Pune 412409.",2015,ANNASAHEB WAGHIRE COLLEGE GIRLS HOSTEL,Girls Hostel,30,17
41691,"MVP Samaj's Karmaveer Abasaheb aliase N.M.Sonawane Arts,Commerce & Science College, Satana, Tal. Baglan, District Nashik",2015,Boys Hostel,Boys Hostel,25,0
41691,"MVP Samaj's Karmaveer Abasaheb aliase N.M.Sonawane Arts,Commerce & Science College, Satana, Tal. Baglan, District Nashik",2015,Girls Hostel 1 and 2,Girls Hostel,170,125
45676,"CSI ELIZA CALDWELL COLLEGE OF NURSING (Inst. Code - 341), TIRUNELVELI",2015,CSI ECCON,Girls Hostel,200,170
30164,"Dr. Ambedkar Memorial Institute of Information Technology and Management Science, Rourkela",2015,DAMITS BOY'S HOSTEL,Boys Hostel,100,5
46127,"I.T.S. COLLEGE OF PHARMACY, MURADNAGAR, GHAZIABAD",2015,Durga Halls Girls Paramedical Hostel,Girls Hostel,90,17
47257,"SHRI PILLAPPA COLLEGE OF ENGINEERING, HESARAGHATTA HOBLI",2015,SPCE GIRLS HOSTEL,Girls Hostel,36,27
48511,SHRI SHANKAR MED COLLEGE,2015,SHANKAR HOSTEL,Others,150,0
48255,CHERAN COLLEGE OF ENGINEERING,2015,Boys Hostel,Boys Hostel,50,42
48255,CHERAN COLLEGE OF ENGINEERING,2015,Girls Hostel,Girls Hostel,50,49
21373,R.I.H.S. Bhograi,2015,Girls Hostel-1,Girls Hostel,30,30
21373,R.I.H.S. Bhograi,2015,Girls Hostel-3,Girls Hostel,30,30
19825,Ganapathi Engineering College,2015,Ganapathy Boys Hostel,Boys Hostel,100,80
16846,"Pompei College, Talipady, Aikala Post, Kinnigoli-574141",2015,UGC Assisted Women's Hostel,Girls Hostel,48,0
40507,T.V.M. College of Pharmacy,2015,RYMEC Jr.Boys Hostel,Boys Hostel,180,75
40507,T.V.M. College of Pharmacy,2015,T. V. M. Girls Hostel,Girls Hostel,90,60
8286,Govt. Aizawl West College,2015,Women's Hostel,Girls Hostel,30,0
20204,"Shri Narayan Daas Sanskrit Mahavidyalaya, Kaulesara, Ledayari",2015,SRI NARAYANDAS SANSKRIT MAHAVIDHYALAY KOLASARA,Boys Hostel,100,22
43891,"Government Teachers Training College, Phulbani",2015,GENTS HOSTEL,Boys Hostel,66,48
30128,"Gandhi Institute of Management Studies (GIMS), Gunupur",2015,Krupasindhu,Girls Hostel,30,12
39702,"Mahima Mahavidyalaya,Joranda,Dhenkanal",2015,TRIBAL HOSTEL,Boys Hostel,30,7
30171,"Regional College of Management (RCM), Bhubaneswar",2015,Jubuli Ladies Hostel,Girls Hostel,190,20
6328,Techno India - Balurghat 258,2015,BOYS HOSTEL 3,Boys Hostel,25,12
6328,Techno India - Balurghat 258,2015,BOYS HOSTEL 4,Boys Hostel,25,15
6328,Techno India - Balurghat 258,2015,BOYS HOSTEL 2,Boys Hostel,25,15
6328,Techno India - Balurghat 258,2015,GIRLS HOSTEL 2,Girls Hostel,25,5
6328,Techno India - Balurghat 258,2015,BOYS HOSTEL 1,Boys Hostel,25,20
30084,"Madhusudan Institute of Cooperative Management (MICM), Bhubaneswar",2015,GIRLS' HOSTEL,Girls Hostel,24,24
39545,"Regional College of Management, Chakadola Vihar, Bhubaneswar",2015,Jubuli Hostel,Girls Hostel,190,169
30185,"Trident Academy of Technology (TAT), Bhubaneswar",2015,In campus Girl Hostel,Girls Hostel,480,480
52093,IFIM Law College,2015,IFIM COLLEGE HOSTEL,Boys Hostel,50,5
13405,"Baba RamDas Mahavidyalaya Saidpurkani, Bholapur",2015,Girls Hostel,Girls Hostel,28,0
13405,"Baba RamDas Mahavidyalaya Saidpurkani, Bholapur",2015,Boys Hostel,Boys Hostel,34,0
8252,"ANSAR ARABIC COLLEGE, VALAVANNUR",2015,Darul Ansar,Boys Hostel,60,40
30724,"PDM Dental College, Sarai Aurangabad, Bahadurgarh",2015,Boys Hostel,Boys Hostel,238,30
30724,"PDM Dental College, Sarai Aurangabad, Bahadurgarh",2015,BDS Girls Hostel no. 1,Girls Hostel,62,45
30724,"PDM Dental College, Sarai Aurangabad, Bahadurgarh",2015,BDS Girls Hostel no. 2,Girls Hostel,62,42
50855,"DASMESH COLLEGE OF PHYSIOTHERAPY, FARIDKOT",2015,BEBE NANKI GIRLS HOSTEL,Girls Hostel,25,7
51285,"Gurudronacharya College of Nursing, Kangra",2015,hostel 1,Girls Hostel,120,77
51285,"Gurudronacharya College of Nursing, Kangra",2015,hostel 3,Girls Hostel,200,157
38734,"Shri Kalyan Govt. P.G. College, Sikar",2015,"s.k.govt.college,sikar",Boys Hostel,25,0
40308,KVG Dental College & Hospital Sullia,2015,KVG Dental College Hostel,Girls Hostel,350,310
14768,Mahendhira College of Education,2015,Mahendra Girls Hostel,Girls Hostel,100,0
14768,Mahendhira College of Education,2015,Mahendra Boys Hostel,Boys Hostel,100,0
14684,"Meenakshi B.Ed., College",2015,Meenakshi Boys Hostel,Boys Hostel,10,2
14684,"Meenakshi B.Ed., College",2015,Meenakshi Girls Hostel,Girls Hostel,10,2
19431,"Agrawal Kanya Mahavidhyalaya, Gangapurcity",2015,KANHAYA LAL BAJAJ WOMAN HOSTEL,Girls Hostel,100,97
48287,COLLEGE OF NURSING E M S MEMORIAL CO OPERATIVE HOSPITAL AND RESEARCH CENTRE,2015,EMS HOSTEL,Boys Hostel,42,12
30151,"Sanjay Memorial Institute of Technology (SMIT), Berhampur",2015,Girls Hostel,Girls Hostel,200,75
35602,Global Educare Foundation Global B.B.A College Vidya Nagar Hubli.,2015,Global Boys Hostel,Boys Hostel,50,3
29013,SHRI RAM COLLEGE OF LAW MUZAFFARNAGAR,2015,Shri Ram Boys Hostel,Boys Hostel,30,4
30718,"Swami Devi Dayal College of Nursing, Golpura, Panchkula",2015,Girls Hostel no-1,Girls Hostel,150,92
44353,Arunodaya Dnyan Prasarak Mandal's,2015,womens Hostel,Girls Hostel,25,0
9811,"S.C. Nandimath Law College, Bagalkot",2015,Bhoomaraddi Boys Hostel Bagalkot,Boys Hostel,50,25
46721,"KHANDELWAL COLLEGE OF MANAGEMENT SCIENCE AND TECHNOLOGY, BAREILLY",2015,Kamla Devi Girls Hostel,Girls Hostel,350,350
42155,"Progressive Educational Societys Modern College of Arts, Science & Commerce , Ganeshkhind, Pune 53",2015,Progressive Education Society's Hostel,Others,100,12
39395,"K.S.U.B. College, Bhanjanagar",2015,CHAKARA BISOYI HOSTEL,Boys Hostel,64,0
7244,"School of Management, Manipal",2015,Girls Hostels (Total 34 Hostels),Girls Hostel,7109,6195
41275,"Satya Niketan Sansthas Adv. Manoharrao Nanaheb Deshmukh Arts,Science & Commerce College, Rajur Tal.Akole, Dist.Ahmednagar 422604",2015,"Late Anusayabai Nanasaheb Deshmukh Girls Hostel,Rajur",Girls Hostel,55,50
45292,"N.S.N COLLEGE OF ENGINEERING AND TECHNOLOGY, KARUR",2015,N.S.N Boys Hostel,Boys Hostel,150,137
10970,"Dharanidhar (Auto) College, Keonjhar",2015,KASTURI HOSTEL,Girls Hostel,100,100
45699,"SIVARAJ SIDDHA MEDICAL COLLEGE (Inst. Code - 329), SALEM",2015,SSMC,Boys Hostel,150,75
17898,"PNC & Vijai Institute of Engineerng & Technology, Pirangipuram, PIN- 522529(CC-2B)",2015,PNC HOSTEL,Boys Hostel,250,110
17898,"PNC & Vijai Institute of Engineerng & Technology, Pirangipuram, PIN- 522529(CC-2B)",2015,PNC HOSTEL,Girls Hostel,250,120
8400,College of Teacher Education P.O Golaghat,2015,CTE Boys Hostel,Boys Hostel,24,24
16635,"Government Engineering College Koni, Bialspur.",2015,Amarkantak Hostel,Boys Hostel,100,105
16635,"Government Engineering College Koni, Bialspur.",2015,Girls Hostel 1,Girls Hostel,94,94
39841,"PJ College of Management & Technology, Kesora, Bankual, Bhubaneswar",2015,LH,Girls Hostel,60,52
17147,Moirabari College,2015,Girls Hostel RCC,Girls Hostel,40,26
30136,"Shibani Institute of Technical Education (SITE), Bhubaneswar",2015,GOPABANDHU HOSTEL,Boys Hostel,60,15
30136,"Shibani Institute of Technical Education (SITE), Bhubaneswar",2015,MADHUSUDAN HOSTEL,Girls Hostel,60,45
16726,State College of Teacher Education,2015,Dino Memorial Hostel,Girls Hostel,20,12
29792,"Shubhdeep Ayurvedic Medical College, Khandwa Road, Indore",2015,Shubhdeep,Boys Hostel,50,5
10936,"Barbil College, Barbil",2015,WOMEN'S HOSTEL,Girls Hostel,52,0
47021,"DR VIRENDRA SWARUP MEMORIAL TRUST GROUP OF INSTITUTIONS, UNNAO",2015,Boys Hostel,Boys Hostel,130,82
30140,"Spintronic Technology and Advanced Research (STAR), Taraboi, Bhubaneswar",2015,boys hostel,Boys Hostel,150,150
10362,"Swami Vivekanand Institute of Engg. & Technology, Ramnagar",2015,Girls Hostel,Girls Hostel,300,220
52089,SRI AUROBINDO INSTITUTE OF PHARMACY,2015,Siddhant,Boys Hostel,30,5
13808,"VSPM College of Physiotherapy, Nagpur",2015,NRI Girls Hostel,Girls Hostel,20,34
39384,"Hi-Tech Institute of Information Technology, Jeypore",2015,HI-TECH BOYS HOSTEL,Boys Hostel,30,5
40898,"Anchal College,Padampur",2015,Acp Boys Hostel,Boys Hostel,120,150
8877,"100113-KCES'S POST GRADUATE COLLEGE OF SCIENCE TECH.& RESEARCH, JALGAON.",2015,Boys Hostel,Boys Hostel,10,4
8877,"100113-KCES'S POST GRADUATE COLLEGE OF SCIENCE TECH.& RESEARCH, JALGAON.",2015,Girls Hostel,Girls Hostel,10,4
