id,name,survey_year,type,hostelname,intake_capacity,students_residing
3432,"ALPINE INSTITUTE OF MANAGEMENT & TECHNOLOGY, DEHRADUN",2015,Boys Hostel,Campus 2 Boys Hostel,240,120
3432,"ALPINE INSTITUTE OF MANAGEMENT & TECHNOLOGY, DEHRADUN",2015,Girls Hostel,Shiva Girls Hostel,40,40
3432,"ALPINE INSTITUTE OF MANAGEMENT & TECHNOLOGY, DEHRADUN",2015,Girls Hostel,Campus Grils Hostel,50,50
2861,MAHARANI POLYTECHNIC COLLEGE NANJIYAMPALAYAM,2015,Boys Hostel,Maharani Boys Hostel,300,140
2861,MAHARANI POLYTECHNIC COLLEGE NANJIYAMPALAYAM,2015,Girls Hostel,Maharani Girls Hostel,150,55
4612,SRI RAMAKRISHNA ASRAHAM CHARITABLE HOSP. THIRUVANANTHAPURAM,2015,Girls Hostel,SCHOOL OF NURSING HOSTEL,100,94
8351,SRI RAGHAVENDRA INSTITUTE OF TEACHER EDUCATION K. SINGARAKOTTAI,2015,Girls Hostel,INDRA GANDHI GIRLS HOSTEL,50,2
1422,SANJAY MEMORIAL POLYTECHNICIKKERI ROADSAGAR-577401SHIMOGA DIST,2015,Boys Hostel,Boys Hostel,156,121
1405,S J M POLYTECHNIC NELAMANGALA,2015,Girls Hostel,GM GIRLS HOSTEL,20,14
1405,S J M POLYTECHNIC NELAMANGALA,2015,Boys Hostel,GM BOYS HOSTEL,20,10
4551,P R S SCHOOL OF NURSING THIRUVANANTHAPURAM,2015,Girls Hostel,PRS Mansion,60,26
2071,SANJIVANI RURAL EDUCATION SOCIETY'S SANJIVANI INSTITUTE OF PHARMACY AND RESEARCH KOPARGAON,2015,Girls Hostel,Sant Muktabai Hostel,60,40
2071,SANJIVANI RURAL EDUCATION SOCIETY'S SANJIVANI INSTITUTE OF PHARMACY AND RESEARCH KOPARGAON,2015,Boys Hostel,Sant Tukaram Hostel,30,10
4691,N S MEMORIAL SCHOOL OF NURSING DATIA,2015,Girls Hostel,N.S. Memorial Nursing Hostal,60,50
5243,"SCHOOL OF NURSING, DURGABAI DESHMUKH GENERAL HOSPITAL & RESEARCH CENTRE, CHENNAI",2015,Girls Hostel,Dr.Durgabai Deshmukh Hostal,80,57
5507,YASHRAJ INSTITUTE OF PROFESSIONAL STUDIES KANPUR,2015,Boys Hostel,Boys Hostel,2,55
5507,YASHRAJ INSTITUTE OF PROFESSIONAL STUDIES KANPUR,2015,Girls Hostel,Girls Hostel,4,250
2396,"ADESH POLYTECHNIC, MUKATSAR",2015,Boys Hostel,Bhai Gurdas Hostel For Boys,249,88
2396,"ADESH POLYTECHNIC, MUKATSAR",2015,Girls Hostel,Mai Bhogo Hostel for Girls,150,1
1112,GOVT. POLYTECHNIC FOR WOMEN KANDAGHAT DISTT. SOLAN,2015,Girls Hostel,Renuka,60,60
1112,GOVT. POLYTECHNIC FOR WOMEN KANDAGHAT DISTT. SOLAN,2015,Girls Hostel,Sarojini,90,73
5230,CLAUDINE SCHOOL OF NURSING DINDIGUL,2015,Girls Hostel,Claudine Hostel,80,75
8691,"DISTRICT INSTITUTE OF EDUCATION & TRAINING, BHIMTAL",2015,Girls Hostel,PRE SERVICE,50,0
8691,"DISTRICT INSTITUTE OF EDUCATION & TRAINING, BHIMTAL",2015,Others,IN SERVICE,50,25
4411,VISHWA DARSHANA SCHOOL OF NURSING KARWAR (UTTARA KANNADA),2015,Girls Hostel,"Vishwadarshan Girls Hostel Honnikeri, Ankola",150,87
922,"BHARAT INSTITUTE OF POLYTECHNIC, SONEPAT",2015,Boys Hostel,BITS BOYS HOSTEL,180,145
922,"BHARAT INSTITUTE OF POLYTECHNIC, SONEPAT",2015,Girls Hostel,BITS GIRLS HOSTEL,60,40
4609,SIVAGIRI SREE NARAYANA MEDICAL MISSION MALAYALAM,2015,Girls Hostel,NURSING STUDENTS HOSTEL SSNMMHOSPITAL,230,82
5407,FATIMA HOSPITAL MAU,2015,Girls Hostel,FATIMA STUDENTS HOSTEL,150,120
5407,FATIMA HOSPITAL MAU,2015,Girls Hostel,ST.JOSEPHS HOSTEL,100,70
3370,SAVITRI BAI PHULE GOVERNMETN POLYTECHNIC,2015,Boys Hostel,NEW BOYS HOSTEL,60,60
3370,SAVITRI BAI PHULE GOVERNMETN POLYTECHNIC,2015,Boys Hostel,BOYS HOSTEL,90,90
3370,SAVITRI BAI PHULE GOVERNMETN POLYTECHNIC,2015,Girls Hostel,GIRLS HOSTEL,51,51
5239,"DR JEYASEKHARAN MEDICAL TRUST, SCHOOL OF NURSING, KANYAKUMARI",2015,Girls Hostel,Mrs. Rani Jeyasekharan Woemens Hostel,160,160
5239,"DR JEYASEKHARAN MEDICAL TRUST, SCHOOL OF NURSING, KANYAKUMARI",2015,Boys Hostel,JMT Boys Hostel,10,10
4571,SCHOOL OF NURSING ALLAPUZHA,2015,Girls Hostel,Nursing Students hostel,19,75
10946,REGIONAL INSTITUTE OF PRINTING TECHNOLOGY KOLKATA,2015,Boys Hostel,RIPT HOSTEL,72,65
4581,SCHOOL OF NURSING MARADU ERNAKULAM,2015,Girls Hostel,St. Joseph's Home,60,49
4581,SCHOOL OF NURSING MARADU ERNAKULAM,2015,Girls Hostel,St. Josephs Vidhyabhavan Edapally,40,0
3576,OXFORD SCHOOL OF NURSING HYDERABAD,2015,Girls Hostel,oxford school of nursing,40,160
2521,"SWAMI PARMANAND POLYTECHNIC COLLEGE JAULAN KALAN (LALRU), MOHALI",2015,Girls Hostel,SPGC Hostel,15,15
2521,"SWAMI PARMANAND POLYTECHNIC COLLEGE JAULAN KALAN (LALRU), MOHALI",2015,Boys Hostel,SPGC Hostel,150,150
3622,SRI BHARGAVI SCHOOL OF NURSING PRAKASAM,2015,Girls Hostel,SRI BHARGAVI SCHOOL OF NURSING,180,180
4850,NURSING SCHOOL LUNGLEI,2015,Girls Hostel,Nursing School Girls Hostel,80,71
4850,NURSING SCHOOL LUNGLEI,2015,Boys Hostel,Boys Hostel,4,4
11141,SHARADBEN SHANTILAL PATEL PTC COLLEGE GANDHINAGAR,2015,Girls Hostel,R.N.P.T.C GIRLS HOSTEL,350,0
15170,"SPMs COLLEGE OF PHARMACY(POLY.), AKLUJ",2015,Girls Hostel,"RMP, Girls Hostel",200,15
3632,SRI PADMAVATHI SCHOOL OF NURSING KADAPA,2015,Girls Hostel,SRI PADMAVATHI HOSTEL FOR GIRLS,160,81
3624,SRI DURGA SCHOOL OF NURSING PRAKASAM,2015,Girls Hostel,SRI DURGA SCHOOL OF NURSING,135,120
12151,"GOVERNMENT ANM TRAINING CENTRE, KASARAGOD",2015,Girls Hostel,Govt.ANM Training Centre kasaragod,45,45
5259,"SCHOOL OF NURSING, GOVERNMENT THENI MEDICAL COLLEGE HOSPITAL, THENI",2015,Girls Hostel,NURSES QUARTERS,300,226
2190,SHRIRAM PRATISHTHAN APURVA POLYTECHNIC RAWALGAON PARBHANI,2015,Boys Hostel,Apurva Boys Hostel,60,30
953,GOVERNEMNT POLYTECHNIC JHAJJAR,2015,Girls Hostel,GIRLS HOSTEL,180,35
953,GOVERNEMNT POLYTECHNIC JHAJJAR,2015,Boys Hostel,BOYS HOSTEL,220,220
3518,J S SCHOOL OF NURSING PRAKASAM,2015,Girls Hostel,JS SCHOOL OF NURSING ONGOLE,180,120
12274,KV CP.ED COLLEGE KV CAMPUS CHIKKABALLAPUR,2015,Others,KVT HOSTEL,60,27
12273,"GOVERNMENT CP.ED COLLEGE AGALAGURKI, CHIKKABALLAPUR",2015,Boys Hostel,GOVT. DPEd HOSTEL,120,83
3468,BHARATHI SCHOOL OF NURSING PRAKASAM,2015,Girls Hostel,BHARATHI SCHOOL OF NURSING ONGOLE,120,120
1271,GOVERNMENT POLYTECHNIC MIRLE K R NAGARA TQ. MYSORE DISTRICT,2015,Girls Hostel,"GIRLS HOSTEL, GPT Mirle",40,0
4198,P V S SCHOOL OF NURSING CHITRADURGA,2015,Girls Hostel,Pvs school of nursing Girls hostel,60,1
4198,P V S SCHOOL OF NURSING CHITRADURGA,2015,Boys Hostel,Pvs school of nursing Boys hostel,80,25
12792,"SRI VATSA POLYTECHNIC COLLEGE E., VIRUDHUNAGAR",2015,Boys Hostel,Block A,110,20
13879,"NKT TEACHER TRAINING INSTITUTE , CHENNAI",2015,Girls Hostel,KAMALA NEHRU HOSTEL,80,0
13879,"NKT TEACHER TRAINING INSTITUTE , CHENNAI",2015,Girls Hostel,STUDENT'S HOSTEL,40,0
2289,BIJU PATNAIK INSTITUTE OF TECHNOLOGY PHULBANI,2015,Boys Hostel,GOPABANDHU,90,16
2289,BIJU PATNAIK INSTITUTE OF TECHNOLOGY PHULBANI,2015,Girls Hostel,NARMADA,120,20
12562,"RAMALINGESHWARA D ED COLLEGE CHANNAGIRI, DAVANAGERE",2015,Boys Hostel,Sri Ramalingeshwara Swamy Hostel,100,1
12562,"RAMALINGESHWARA D ED COLLEGE CHANNAGIRI, DAVANAGERE",2015,Girls Hostel,Sri Ramalingeshwara Swamy Hostel,100,2
4637,VIJAYMATHA SCHOOL OF NURSING THRISSUR,2015,Girls Hostel,Nursing Hostel Karanchira,100,81
2265,"GOVERNMENT POLYTECHNIC, LUNGLEI",2015,Girls Hostel,Girls hostel,50,50
2265,"GOVERNMENT POLYTECHNIC, LUNGLEI",2015,Boys Hostel,Boys Hostel,100,100
1435,SHRI SUBHAS NAGUR MEMORIAL POLYTECHNIC BIJAPUR,2015,Girls Hostel,Girls Hostel,160,16
1435,SHRI SUBHAS NAGUR MEMORIAL POLYTECHNIC BIJAPUR,2015,Boys Hostel,Boys Hostel,160,3
713,GOVT. WOMEN'S POLYTECHNIC PATNA,2015,Girls Hostel,GIRLS HOSTEL,100,100
713,GOVT. WOMEN'S POLYTECHNIC PATNA,2015,Girls Hostel,GIRLS HOSTEL NEW,50,50
5228,"CHRISTIAN FELLOWSHIP HOSPITAL, ODDANCHATRAM, DINDIGUL",2015,Girls Hostel,Nurses Hostel,145,137
3120,VEL TECH MORAI,2015,Girls Hostel,GODDESS PADMAVATHY HOSTEL,100,0
3120,VEL TECH MORAI,2015,Boys Hostel,VEL VINAYAGA BOYS HOSTEL,60,6
5549,PEERLESS HOSPITAL & B K ROY RESEARCH CENTRE KOLKATTA,2015,Girls Hostel,Nurse's Hostel,70,70
5549,PEERLESS HOSPITAL & B K ROY RESEARCH CENTRE KOLKATTA,2015,Girls Hostel,"Peerless student Hostel, Peerlesss Hospital & B. K. Roy Research Centre",90,83
4083,K PANDYARAJAH BALLAL NURSING INSTITUTE ULLAL,2015,Girls Hostel,"KPBNI, CAMPUS",500,0
4241,S J B SCHOOL OF NURSING BANGALORE,2015,Girls Hostel,SJB Nursing Girls Hostel,200,120
4241,S J B SCHOOL OF NURSING BANGALORE,2015,Boys Hostel,SJB Nursing Boys Hostel,100,40
11131,SARKARI MAHILA ADHYAPAN MANDIR VADODARA,2015,Girls Hostel,Govt.Basic Training Collage Hostel,120,51
7400,"GOVT. SECONDARY TRAINING SCHOOL (URDU), CUTTACK",2015,Boys Hostel,Urdu S.T.S. Hostel,25,25
5355,ST THERESA OF CHILD JESUS SCHOOL OF NURSING CHENNAI-,2015,Girls Hostel,St.Theresa of Child Jesus Hostel,80,70
2856,M A R POLYTECHNIC COLLEGE BOOTHAKUDI,2015,Boys Hostel,M A R HOSTEL,300,156
164,RAJAGIRI BUSINESS SCHOOL,2015,Boys Hostel,Men's Hostel,120,120
164,RAJAGIRI BUSINESS SCHOOL,2015,Girls Hostel,La Providence,120,120
13985,"Vidhya Nikunj Nusing School, Rajkot",2015,Girls Hostel,UMIYA GIRLS HOSTEL,160,168
13985,"Vidhya Nikunj Nusing School, Rajkot",2015,Boys Hostel,MARUTI BOYS HOSTEL HOSTEL,50,36
5458,RAJ SCHOOL OF NURSING GORAKHPUR,2015,Others,RAJ HOSTEL,150,110
1220,EAST WEST POLYTECHNIC BANGALORE,2015,Girls Hostel,East West Girls Hostel,250,110
1220,EAST WEST POLYTECHNIC BANGALORE,2015,Girls Hostel,East West Girls Hostel Byadarahalli Block,65,65
1220,EAST WEST POLYTECHNIC BANGALORE,2015,Boys Hostel,East West Hostel,450,401
1220,EAST WEST POLYTECHNIC BANGALORE,2015,Boys Hostel,East West Boys Hostel,550,395
1220,EAST WEST POLYTECHNIC BANGALORE,2015,Girls Hostel,East West girls Hostel Savithramma Block,75,75
14176,"SWAMI DEVI DYAL COLLEGE OF TECHNICAL EDUCATION GOLPURA, BARWALA",2015,Girls Hostel,GIRLS HOSTEL-4,400,5
14176,"SWAMI DEVI DYAL COLLEGE OF TECHNICAL EDUCATION GOLPURA, BARWALA",2015,Girls Hostel,GIRLS HOSTEL-3,400,9
14176,"SWAMI DEVI DYAL COLLEGE OF TECHNICAL EDUCATION GOLPURA, BARWALA",2015,Boys Hostel,BOYS HOSTEL-2,400,53
14176,"SWAMI DEVI DYAL COLLEGE OF TECHNICAL EDUCATION GOLPURA, BARWALA",2015,Boys Hostel,BOYS HOSTEL-1,400,70
3149,BAKSHI POLYTECHNIC MUJAR MACHHLI SHAHAR,2015,Boys Hostel,BAKHSHI HOSTEL,30,30
12185,"GOVERNMENT POLYTECHNIC, UTTARKASHI",2015,Boys Hostel,boys hostel,60,0
5323,"TAMILNADU CHRISTIAN REVIVIAL MISSION ORGANISATION, SCHOOL OF NURSING, PERAMBALUR",2015,Girls Hostel,Christian Hostel,80,46
14434,"GOVERNMENT POLYTECHNIC, BATAGUDA",2015,Boys Hostel,BOY'S HOSTEL,168,165
14434,"GOVERNMENT POLYTECHNIC, BATAGUDA",2015,Girls Hostel,GIRL'S HOSTEL,168,37
6330,DAFFODILS TEACHERS TRAINING INSTITUTE GULBARGA,2015,Girls Hostel,daffodils girls hostel,25,5
15267,Yatharth Nursing College And Paramedical Institute,2015,Girls Hostel,Girls Hostel Yatharth Nursing College & Paramedical Institute,40,30
4555,PRANAVAM SCHOOL OF NURSING KOLLAM,2015,Girls Hostel,PRANAVAM NURSING HOSTEL,80,33
8833,PRAJANANDA GOVT. PRIMARY TEACHERS TRAINING INSTITUTE NADIA,2015,Boys Hostel,Boys' Hostel,50,20
8833,PRAJANANDA GOVT. PRIMARY TEACHERS TRAINING INSTITUTE NADIA,2015,Girls Hostel,Girl's Hostel,25,4
3292,K L S POLYTECHNIC COLLEGE BIJNOR,2015,Boys Hostel,BOYS HOSTAL,60,25
6788,SRI KANNIKA PARAMESHWARI EDUCATION FOUNDATION RAICHUR,2015,Girls Hostel,SKPEF GIRLS HOSTEL,50,4
6788,SRI KANNIKA PARAMESHWARI EDUCATION FOUNDATION RAICHUR,2015,Boys Hostel,SKPEF BOYS HOSTEL,50,50
12907,"WILLIAMÂ SCHOOL OF NURSING, NAGERCOIL, KANYAKUMARI",2015,Girls Hostel,William's Hostel,80,42
5498,ST MARY'S SCHOOL OF NURSING VARANASI,2015,Girls Hostel,Karuna Bhawan,160,143
2422,"CHANDIGARH POLYTECHNIC COLLEGE, MOHALI",2015,Girls Hostel,Girls Hostel,300,38
2422,"CHANDIGARH POLYTECHNIC COLLEGE, MOHALI",2015,Boys Hostel,Boys Hostel,500,118
12895,"VIJAYA SCHOOL OF NURSING, CHENNAI",2015,Girls Hostel,Vijaya School of Nursing Student hostel,60,12
1025,MKM COLLEGE OF POLYTECHNIC FOR GIRLS,2015,Girls Hostel,MKM GIRLS HOSTEL,40,15
1141,KASHMIR GOVERNMENT POLYTECHNIC,2015,Boys Hostel,New hostel,80,50
1141,KASHMIR GOVERNMENT POLYTECHNIC,2015,Boys Hostel,New 1,80,0
1141,KASHMIR GOVERNMENT POLYTECHNIC,2015,Boys Hostel,Old Hostel,180,0
12693,"BLOCK INSTITUTE OF EDUCATION AND TRAINING, UMERKOTE",2015,Boys Hostel,Ekalabya Chhatrabasa,50,45
2077,SANT GAJANAN MAHARAJ RURAL POLYTECHNIC GADHINGAJ KOLHAPUR,2015,Boys Hostel,SGM Boys Hostel,100,90
2077,SANT GAJANAN MAHARAJ RURAL POLYTECHNIC GADHINGAJ KOLHAPUR,2015,Girls Hostel,SGM Girls Hostel,100,75
4020,GAYATHRI SCHOOL OF NURSING BANGALORE,2015,Boys Hostel,Boys Hostel,200,75
4020,GAYATHRI SCHOOL OF NURSING BANGALORE,2015,Girls Hostel,Girls Hostel,200,80
2707,"YADUVANSHI POLYTECHNIC, JHUNJHUNU",2015,Boys Hostel,BOYS HOSTEL,100,22
2356,PABITRA MOHAN INSTITUTE OF TECHNOLOGY TALCHER,2015,Boys Hostel,Boys Hostel,100,59
2356,PABITRA MOHAN INSTITUTE OF TECHNOLOGY TALCHER,2015,Girls Hostel,Girls Hostel,40,12
104,UDAYBHANSINHJI REGIONAL INSTITUTE OF CO-OPERATIVE MANAGEMENT,2015,Girls Hostel,URICM Hostel,16,4
104,UDAYBHANSINHJI REGIONAL INSTITUTE OF CO-OPERATIVE MANAGEMENT,2015,Boys Hostel,URICM Hostel,80,20
10953,SHREE RAMKRISHNA INSTITUTE OF SCIENCE & TECHNOLOGY SOUTH 24 PARGANAS,2015,Girls Hostel,GIRL'S HOSTEL-1,30,27
10953,SHREE RAMKRISHNA INSTITUTE OF SCIENCE & TECHNOLOGY SOUTH 24 PARGANAS,2015,Girls Hostel,GIRL'S HOSTEL-2,30,25
10953,SHREE RAMKRISHNA INSTITUTE OF SCIENCE & TECHNOLOGY SOUTH 24 PARGANAS,2015,Boys Hostel,BOY'S HOSTEL-1,60,55
10953,SHREE RAMKRISHNA INSTITUTE OF SCIENCE & TECHNOLOGY SOUTH 24 PARGANAS,2015,Boys Hostel,BOY'S HOSTEL-3,50,40
10953,SHREE RAMKRISHNA INSTITUTE OF SCIENCE & TECHNOLOGY SOUTH 24 PARGANAS,2015,Girls Hostel,GIRL'S HOSTEL-3,22,15
10953,SHREE RAMKRISHNA INSTITUTE OF SCIENCE & TECHNOLOGY SOUTH 24 PARGANAS,2015,Boys Hostel,BOY'S HOSTEL-2,60,48
12046,"LADY READING HEALTH SCHOOL, BARA HINDU RAO, NEW DELHI",2015,Girls Hostel,Lady Reading Health School Hostel,60,12
14897,"IMS INSTITUTE OF TECHNOLOGY, ROORKEE",2015,Boys Hostel,IMS HOSTEL,24,8
3907,ACHARYA' S N R SCHOOL OF NURSING BANGALORE RURAL,2015,Girls Hostel,Shakthi I,66,10
3907,ACHARYA' S N R SCHOOL OF NURSING BANGALORE RURAL,2015,Girls Hostel,Balaji Hall of Residence,360,40
3907,ACHARYA' S N R SCHOOL OF NURSING BANGALORE RURAL,2015,Boys Hostel,NR Hall of Residence,357,37
3907,ACHARYA' S N R SCHOOL OF NURSING BANGALORE RURAL,2015,Girls Hostel,Cottage Girls NRI,90,30
3907,ACHARYA' S N R SCHOOL OF NURSING BANGALORE RURAL,2015,Girls Hostel,Shakthi II,34,12
3907,ACHARYA' S N R SCHOOL OF NURSING BANGALORE RURAL,2015,Girls Hostel,Shakthi III,44,35
8156,PALANIAMMAL TEACHER TRAINING INSTITUTE POLLACHI,2015,Boys Hostel,KMG Hostel,50,0
5281,LAKSHIMI AMMAL SCHOOL OF NURSING KANCHEEPURAM,2015,Girls Hostel,lakshmiammal nursing hostel,60,55
5302,"SCHOOL OF NURSING, RAJAPALAYAM NURSES TRAINING INSTITUTE, KANYAKUMARI",2015,Girls Hostel,JAMES GIRLS HOSTEL,80,65
5280,KUNDAVAII SCHOOL OF NURSING THANJAVUR,2015,Girls Hostel,KUNDAVAI NURSING HOSTEL,80,64
2027,RAJENDRA MANE POLYTECHNIC DEVRUKH TAL. SANGMESHWAR DIST. RATNAGIRI,2015,Boys Hostel,E HOSTEL,130,130
2027,RAJENDRA MANE POLYTECHNIC DEVRUKH TAL. SANGMESHWAR DIST. RATNAGIRI,2015,Girls Hostel,GIRLS HOSTEL,30,30
5279,"KUMARAN COLLEGE OF MEDICAL SCIENCES & RESEARCH INSTITUTE, VELLORE",2015,Girls Hostel,Womens Hostel,60,56
3093,THE SURABI COLLEGE OF POLYTECHNIC -MARAPPANAICKENPATTY,2015,Boys Hostel,BOYS HOSTEL,400,180
4346,ST ANN' S SCHOOL OF NURSING DAKSHINA KANNADA,2015,Boys Hostel,St. Ann's Boys Hostel,50,20
4346,ST ANN' S SCHOOL OF NURSING DAKSHINA KANNADA,2015,Girls Hostel,St. Ann's Girls Hostel,300,60
10167,TRIMURTI PAWAN PRATISHTHAN SMT MEENATAI BALA SAHEB THACKEREY RURALS BOYS D. ED. COLLEGE NEWASA AHMEDNAGAR,2015,Boys Hostel,LBBT Ded Hostel,300,13
11162,SHRI SHIKSHAN SADHNA STRI ADHYAPAN MANDIR PTC COLLEGE AHMEDABAD,2015,Girls Hostel,SHRI LATASWAROOP KANYA CHATRALAY,200,10
542,GOVT POLYTECHNIC FOR WOMEN HINDUPUR,2015,Girls Hostel,GPW Girls Hostel,300,285
542,GOVT POLYTECHNIC FOR WOMEN HINDUPUR,2015,Girls Hostel,New Hostel,300,0
2346,MAYURBHANJ SCHOOL OF ENGINEERING BARIPADA,2015,Boys Hostel,Subash Bose Hostel,40,40
2346,MAYURBHANJ SCHOOL OF ENGINEERING BARIPADA,2015,Boys Hostel,Mahatma Gandhi Hostel,69,69
2346,MAYURBHANJ SCHOOL OF ENGINEERING BARIPADA,2015,Boys Hostel,Gopabandhu Hostel,68,68
3573,NOBLE SCHOOL OF NURSING RANGA REDDY,2015,Girls Hostel,Noble Nurses Hostel,40,120
14023,"Saraswat ANM School, Valsad",2015,Girls Hostel,SARASWATI NURSING HOSTEL,70,21
8802,GOPSAI AVINANDAN SANGHA PRIMARY TEACHER TRAINING INSTITUTE PASCHIM MEDINIPUR,2015,Girls Hostel,Girls Hostel,30,14
8802,GOPSAI AVINANDAN SANGHA PRIMARY TEACHER TRAINING INSTITUTE PASCHIM MEDINIPUR,2015,Boys Hostel,Boys Hostel,40,17
1946,MATOSHRI EDUCATION SOCEITY MATOSHRI ASARABAI POLYTECHNICNASHIK,2015,Girls Hostel,PARISHRAM HOSTEL,50,50
1946,MATOSHRI EDUCATION SOCEITY MATOSHRI ASARABAI POLYTECHNICNASHIK,2015,Boys Hostel,JAIN HOSTEL,50,50
5490,SIR SUNDER LAL HOSPITAL VARANASI,2015,Boys Hostel,PUNARVAS ATREYA HOSTEL,40,25
5490,SIR SUNDER LAL HOSPITAL VARANASI,2015,Girls Hostel,NEW LADIES HOSTEL,50,30
5490,SIR SUNDER LAL HOSPITAL VARANASI,2015,Girls Hostel,F N HOSTEL,220,217
5490,SIR SUNDER LAL HOSPITAL VARANASI,2015,Boys Hostel,RUIYA MEDICAL HOSTEL,50,40
5260,"SCHOOL OF NURSING, GOVERNMENT VELLORE MEDICAL COLLEGE HOSPITAL, VELLORE",2015,Girls Hostel,Nurses Quarters,300,225
9781,RANI LAXMIBAI ADHYAPAKVIDYALAYA NARKHED NAGPUR,2015,Girls Hostel,"RANILAXMIBAI GIRLS HOSTEL, SAWARGAON",100,0
5400,D J COLLEGE OF PARAMEDICAL SCIENCES GHAZIABAD,2015,Girls Hostel,CAMPUS GIRLS HOSTEL,50,1
5400,D J COLLEGE OF PARAMEDICAL SCIENCES GHAZIABAD,2015,Boys Hostel,UG BOYS HOSTEL,50,1
2367,SAI INSTITUTE OF TECHNOLOGICAL SCIENCE,2015,Girls Hostel,SAI INSTITUTE HOSTEL CTC,30,10
2367,SAI INSTITUTE OF TECHNOLOGICAL SCIENCE,2015,Boys Hostel,SAI ISTITUTE HOSTEL CDR,100,65
12414,"DISTRICT INSTITUTE OF EDUCATION & TRAINING, HAMIRPUR",2015,Others,HOSTEL,50,3
2496,"REGIONAL POLYTECHNIC COLLEGE, BATHINDA",2015,Boys Hostel,RPC,70,70
5516,A M R I SCHOOL OF NURSING KOLKATTA,2015,Girls Hostel,"35 Bediadanga Lane, Kasba, Kolkata-7 039",130,130
5517,ANANDALOKE SCHOOL OF NURSING DERJEELING,2015,Girls Hostel,AMCNS1,100,100
5517,ANANDALOKE SCHOOL OF NURSING DERJEELING,2015,Girls Hostel,AMCNS2,100,99
5518,BANKURA SAMMILANI MEDICAL COLEGE HOSPITAL BANKURA,2015,Girls Hostel,BSH2,100,100
5518,BANKURA SAMMILANI MEDICAL COLEGE HOSPITAL BANKURA,2015,Girls Hostel,BSH1,100,100
5519,BURNPUR HOSPITAL (IISCO) BARDHAMAN,2015,Girls Hostel,NTS2,100,100
5519,BURNPUR HOSPITAL (IISCO) BARDHAMAN,2015,Girls Hostel,NTS1,100,100
4492,K M C T SCHOOL OF NURSING KOZHIKODE,2015,Girls Hostel,KMCT Girls hotsel IV,60,25
5296,OUR LADY SCHOOL OF NURSING DINDIGUL,2015,Girls Hostel,Our Lady Hostel,160,56
7550,"DISTRICT INSTITUTE OF EDUCATION & TRAINING, NATHDAWARA",2015,Girls Hostel,GIRLS HOSTEL DIET,20,0
3371,SAVITRI BAI PHULE GOVT. GIRLS POLYTECHNIC,2015,Girls Hostel,SBPGGP OLD HOSTEL,70,71
3371,SAVITRI BAI PHULE GOVT. GIRLS POLYTECHNIC,2015,Girls Hostel,SBPGGP NEW HOSTEL,60,103
4438,C S I SCHOOL OF NURSING KOLLAM,2015,Girls Hostel,STUDENT NURSE'S HOSTEL (GNM),120,89
4219,RAGHAVENDRA SCHOOL OF NURSING DAVANGERE,2015,Boys Hostel,Raghavendra Boys Hostel,50,10
4219,RAGHAVENDRA SCHOOL OF NURSING DAVANGERE,2015,Girls Hostel,Raghavendra Girls Hostel,125,120
12153,"ANM SCHOOL, L M S BOYS BRIGADE HOSPITAL, KUNDARA",2015,Girls Hostel,ANM HOSTEL,50,45
4186,NITTE USHA INSTT. OF NURSING SCIENCES DAKSHINA KANNADA,2015,Girls Hostel,NUINS Ladies Hostel,80,64
3230,GOVERNMENT POLYTECHNIC LALITPUR,2015,Boys Hostel,Hostel1,30,0
3230,GOVERNMENT POLYTECHNIC LALITPUR,2015,Others,Hostel2,90,55
7368,"DISTRICT INSTITUTE OF EDUCATION & TRAINING BHAWANIPATNA, KALAHANDI",2015,Boys Hostel,BOYS HOSTEL,100,67
3462,BALAJI SCHOOL OF NURSING NELLORE,2015,Girls Hostel,Balaji Nursing students Hostel,180,118
3235,GOVERNMENT POLYTECHNIC MAU,2015,Boys Hostel,Hostel,90,60
4007,EAST WEST SCHOOL OF NURSING BANGALORE URBAN,2015,Girls Hostel,EAST WEST,300,137
13951,"MADHU SCHOOL OF NURSING, BENGALURU",2015,Girls Hostel,MADHU GIRLS HOSTEL,50,10
13951,"MADHU SCHOOL OF NURSING, BENGALURU",2015,Boys Hostel,MADHU BOYS HOSTEL,50,54
3376,SHANTI INSTT. OF TECHNOLOGY GRAM-KURALI,2015,Boys Hostel,Shanti Hostel,120,60
2401,"B R MAHENDRA POLYTECHNIC, BATHINDA",2015,Boys Hostel,BRMAHENDRA BOYS HOSTEL,70,32
7366,"DISTRICT INSTITUTE OF EDUCATION & TRAINING, BALANGIR",2015,Boys Hostel,DIET HOSTEL,60,39
547,GOVT POLYTECHNIC FOR WOMEN NIZAMABAD,2015,Girls Hostel,"GOVT. POLYTECHNIC FOR WOMEN,NZBD HOSTEL",120,160
547,GOVT POLYTECHNIC FOR WOMEN NIZAMABAD,2015,Girls Hostel,"GOVT. POLYTECHNIC FOR WOMEN,NZBD, NEW BLOCK",50,60
4218,R T NAGAR SCHOOL OF NURSING BANGALORE,2015,Girls Hostel,RTN Girls Hostel,250,40
4218,R T NAGAR SCHOOL OF NURSING BANGALORE,2015,Boys Hostel,RTN Boys Hostel,200,20
7375,"DISTRICT INSTITUTE OF EDUCATION & TRAINING, KHURDA",2015,Boys Hostel,Jayeerajguru Hostel,50,37
3392,SOCIETY OF ADVANCE MANAGEMENT,2015,Boys Hostel,SAMS BOYS HOSTEL,250,220
