id,name,survey_year,type,hostelname,intake_capacity,students_residing
14547,"DISTRICT INSTITUTE FOR EDUCATION & TRAINING, SAIHA",2015,Boys Hostel,Boys Hostel,10,0
7358,"DISTRICT INSTITUTE OF EDUCATION & TRAINING, LUNGLEI",2015,Boys Hostel,DIET Boys Hostel,30,0
7358,"DISTRICT INSTITUTE OF EDUCATION & TRAINING, LUNGLEI",2015,Girls Hostel,DIET Girls Hostel,50,0
12685,"GOVERNMENT SECONDARY TRAINING SCHOOL, FAKIRPUR",2015,Boys Hostel,Hostel,50,32
12909,"SRI KUMARAN SCHOOL OF NURSING, CHENNAI",2015,Girls Hostel,KUMARAN STUDENT'S HOSTEL,54,50
4095,KAVERI SCHOOL OF NURSING BANGALORE,2015,Girls Hostel,Kaveri Girls Hostel,100,60
1532,THIAGARAJAR POLYTECHNIC COLLEGE ALAGAPPANAGAR,2015,Boys Hostel,College Hostel,200,0
5292,NAYAGI INSTITUTE OF NURSING VELLORE,2015,Girls Hostel,NAYAGI NURSING HOSTEL,100,54
1582,GOVT.POLYTECHNIC COLLEGE SATNA,2015,Girls Hostel,GIRLS HOSTEL,50,41
1582,GOVT.POLYTECHNIC COLLEGE SATNA,2015,Boys Hostel,BOYS HOSTEL,72,32
6385,GOVERNMENT TEACHER TRAINING INSTITUTE FOR WOMEN DHARWAD,2015,Girls Hostel,TCW DHARWAD,100,10
4337,SRI SIDDHARTHA SCHOOL OF NURSING AGALKOTE CAMPUS B H ROAD TUMKUR,2015,Girls Hostel,Sri siddhartha kote nursing hostel-I,100,20
4337,SRI SIDDHARTHA SCHOOL OF NURSING AGALKOTE CAMPUS B H ROAD TUMKUR,2015,Girls Hostel,Sri siddhartha kote nursing hostel-II,200,60
12298,"BLDE DED COLLEGE, BIJAPUR",2015,Girls Hostel,WOMEN HOSTEL,50,0
8177,PUNITHA ANNAL TEACHER TRAINING INSTITUTE FOR WOMEN KEERANUR,2015,Girls Hostel,Punitha Annal Hostel,200,20
13777,"VOICE OF GOD POLYTECHNIC COLLEGE, DEVARAYAPURAM",2015,Girls Hostel,SHEELA HOUSE,100,85
13777,"VOICE OF GOD POLYTECHNIC COLLEGE, DEVARAYAPURAM",2015,Boys Hostel,DEVA HOUSE,250,200
4484,IRINJALAKUDA CO-OPERATIVE SCHOOL OF NURSING THRISSUR,2015,Girls Hostel,"girls hostel, Cooperative school of nursing",100,66
4239,S E A SCHOOL OF NURSING BANGALORE,2015,Boys Hostel,SEA INTERNATIONAL HOSTEL,350,350
4239,S E A SCHOOL OF NURSING BANGALORE,2015,Boys Hostel,SEA Boys Hostel,350,350
4239,S E A SCHOOL OF NURSING BANGALORE,2015,Girls Hostel,SEA Girls Hostel,350,350
3379,SHIVAM INSTITUTE OF SCIENCE & TECHNOLGY,2015,Boys Hostel,SHIVAM HOSTEL,80,70
2863,MAHENDRA POLYTECHNIC COLLEGE VADUGAPALAYAM,2015,Boys Hostel,MAHENDRA BOYS HOSTEL,300,250
2863,MAHENDRA POLYTECHNIC COLLEGE VADUGAPALAYAM,2015,Girls Hostel,MAHENDRA GIRLS HOSTEL,200,150
10346,BHAGWAN SHIKSHAN PRASARAK MANDAL`S DR Y S KHEDKAR COLLEGE OF PHARMACY CIDCO AURANGABAD,2015,Girls Hostel,"Bhagwan Girls' Hostel, Aurangabad.",150,6
14548,"DISTRICT INSTITUTE FOR EDUCATION & TRAINING, CHAMPHAI",2015,Boys Hostel,Boys Hostel,10,0
14548,"DISTRICT INSTITUTE FOR EDUCATION & TRAINING, CHAMPHAI",2015,Girls Hostel,Girls Hostel,10,0
15299,MAA RAMRATI MEMORIAL NURSING COLLEGE,2015,Girls Hostel,MAA RAMRATI MEMORIAL GIRLS HOSTEL,100,85
14951,"Dev Bhoomi Institute of Pharmacy and Research, Dehradun",2015,Girls Hostel,Saraswati Hostel,700,380
14951,"Dev Bhoomi Institute of Pharmacy and Research, Dehradun",2015,Boys Hostel,Saraswati Hostel,1200,700
4343,SRI VENKATESWARA SCHOOL OF NURSING BANGALORE URBAN,2015,Girls Hostel,SRI VENKATESHWARA GIRLS HOSTEL,150,0
4343,SRI VENKATESWARA SCHOOL OF NURSING BANGALORE URBAN,2015,Boys Hostel,SRI VENKATESHWARA BOYS HOSTEL,150,2
5406,FARIDA IQBAL SCHOOL OF NURSING LUCKNOW,2015,Girls Hostel,F.I. HOSTEL,50,35
3439,DEV BHOOMI INSTITUTE OF POLYTECHNIC,2015,Boys Hostel,SARASWATI HOSTEL,500,68
3439,DEV BHOOMI INSTITUTE OF POLYTECHNIC,2015,Girls Hostel,SARASWATI HOSTEL,400,48
15205,A K G Educational Institute,2015,Girls Hostel,A K G Hostel,70,15
4733,YOGMANI INSTITUTE OF NURSING JABALPUR,2015,Girls Hostel,"ALL INDIA WOMEN'S CONFERENCE, WORKING WOMEN HOSTEL",60,39
4733,YOGMANI INSTITUTE OF NURSING JABALPUR,2015,Girls Hostel,AMAN GIRLS HOSTEL,80,0
4733,YOGMANI INSTITUTE OF NURSING JABALPUR,2015,Girls Hostel,BHAGYA SHRI GIRLS HOSTEL,60,0
12888,"ANBARASU INST OF MEDICAL AND RESEARCH, CHENNAI",2015,Girls Hostel,Anbarasu Institute Of Medical Science& Research Girls Hostel,60,13
8628,"DISTRICT INSTITUTE OF EDUCATION & TRAINING, ALIGARH",2015,Others,common,30,0
5473,SARASVATI VIDHYA MANDIR SCIENCE & TECH NURSING UNIVERSITY PRATAPGARH,2015,Girls Hostel,SVM NURSING HOSTEL,300,200
12771,"HINDUSHTAN POLYTECHNIC COLLEGE OTHAKKALMANDAPAM, COIMBATORE",2015,Girls Hostel,HINDUSTHAN POLYTECHNIC GIRLS HOSTEL,120,15
12771,"HINDUSHTAN POLYTECHNIC COLLEGE OTHAKKALMANDAPAM, COIMBATORE",2015,Boys Hostel,HINDUSTHAN POLYTECHNIC BOYS HOSTEL,160,120
4256,SANJIVINI NURSING INSTITUTE DAKSHINA KANNADA,2015,Girls Hostel,Tejasvini Ladies Hostel,55,34
4256,SANJIVINI NURSING INSTITUTE DAKSHINA KANNADA,2015,Boys Hostel,Tejasvini Boys Hostel,35,4
2867,MD. INST.OF EDUCATION AND TECHNOLOGY GUNDUR,2015,Boys Hostel,BOYS HOSTEL,150,119
2867,MD. INST.OF EDUCATION AND TECHNOLOGY GUNDUR,2015,Girls Hostel,GIRLS HOSTEL,100,1
3221,GOVERNMENT POLYTECHNIC GHAZIPUR,2015,Boys Hostel,RAMAN HOSTAL,90,72
4714,SHIVNATH SINGH SCHOOL OF NURSING GWALIOR,2015,Girls Hostel,SAINATH GIRLS HOSTEL,100,50
4714,SHIVNATH SINGH SCHOOL OF NURSING GWALIOR,2015,Boys Hostel,GURUKRIPA BOYS HOSTEL,100,20
2104,SHETAKARI SHIKSHAN PRASARAK MANDALSHRI. JAYAWANTRAO BHOSALE POLYTECHNIC KILLE MACHINDRAGAD TAL-WALWA SANGLI,2015,Boys Hostel,Boys Hostel,40,5
2104,SHETAKARI SHIKSHAN PRASARAK MANDALSHRI. JAYAWANTRAO BHOSALE POLYTECHNIC KILLE MACHINDRAGAD TAL-WALWA SANGLI,2015,Girls Hostel,Girls Hostel,40,3
2747,AYYA NADAR JANAKI AMMAL POLYTECHNIC COLLEGE CHINNAKKAMANPATTI,2015,Boys Hostel,Ayya Nadar Janaki Ammal Polytechnic Hostel,450,89
3229,GOVERNMENT POLYTECHNIC LAKHIMPUR (KHIRI),2015,Boys Hostel,BOYS HOSTEL,60,60
3229,GOVERNMENT POLYTECHNIC LAKHIMPUR (KHIRI),2015,Boys Hostel,NEW BOYS HOSTEL,60,60
9877,SAW DADASAHEB UNDALKAR VIDHYALAYA KARAD SATARA,2015,Boys Hostel,"RAJASHRI SHAHU MAHARAJ BOYS Hostel, UNDALE",100,15
12546,"GURMEET SINGH GHANSHYAM DASS SHIKSHAK PRASHIKSHAN KANYA VIDYALYA, SRIGANGANAGAR",2015,Girls Hostel,G.S.G.D. STC Girls Hostel,200,40
2962,S.A. RAJAS POLYTECHNIC COLLEGE ADANKARKULAM,2015,Girls Hostel,Girls Hostel,100,8
2962,S.A. RAJAS POLYTECHNIC COLLEGE ADANKARKULAM,2015,Boys Hostel,Round Hostel,250,70
2962,S.A. RAJAS POLYTECHNIC COLLEGE ADANKARKULAM,2015,Boys Hostel,IYearBoysHostel,100,36
4479,HOLY FAMILY SCHOOL OF NURSING IDUKKI,2015,Girls Hostel,HOLY FAMILY SCHOOL OF NURSING HOSTEL,150,106
12906,"VIKRAM SCHOOL OF NURSING, MADURAI",2015,Girls Hostel,VIKRAM GIRLS HOSTEL,100,86
1583,GOVT.POLYTECHNIC COLLEGE SEONI,2015,Boys Hostel,hostel no. 2,50,50
3846,SHARBATI SCHOOL OF NURSING MAHINDERGARH,2015,Girls Hostel,sharbati nursing hostel,100,80
4038,HARSHA SCHOOL OF NURSING BANGALORE,2015,Boys Hostel,HARSHA BOYS HOSTEL,75,50
4038,HARSHA SCHOOL OF NURSING BANGALORE,2015,Girls Hostel,HARSHA GIRLS HOSTEL,150,150
4110,LOMBARD MEMORIAL HOSPITAL (C S I HOSP.) DAKSHINA KANNADA,2015,Boys Hostel,csi lombard boys hostel,15,0
4110,LOMBARD MEMORIAL HOSPITAL (C S I HOSP.) DAKSHINA KANNADA,2015,Girls Hostel,csi lombard girls hostel,200,44
10811,SHRIRAM SHIKSHAN SANSTHA`S COLLEGE OF PHARMACY PANIV MALSHIRAS SOLAPUR,2015,Girls Hostel,"Sou. Ujjwalatai Shinde Womens Hostel ,PAniv",600,37
10811,SHRIRAM SHIKSHAN SANSTHA`S COLLEGE OF PHARMACY PANIV MALSHIRAS SOLAPUR,2015,Boys Hostel,"Mr. Sushilkumar Shinde Boys Hostel ,Paniv",300,0
12772,"HI-TECH POLYTECHNIC COLLEGE SAMUGARANGAPURAM, TIRUNELVELI",2015,Boys Hostel,HITECH GENTS HOSTEL,200,15
12772,"HI-TECH POLYTECHNIC COLLEGE SAMUGARANGAPURAM, TIRUNELVELI",2015,Girls Hostel,HITECH GIRLS HOSTEL,50,0
4638,VINAYAKA HOSPITAL SCHOOL OF NURSING WAYANAD,2015,Girls Hostel,VINAYAKA SCHOOL OF NURSING,160,64
4638,VINAYAKA HOSPITAL SCHOOL OF NURSING WAYANAD,2015,Boys Hostel,VINAYAKA SCHOOL OF NURSING,10,0
2841,KARPAGAM POLYTECHNIC COLLEGE SEERAPALAYAM,2015,Girls Hostel,KARPAGAM POLYTECHNIC COLLEGE HOSTEL,50,12
2841,KARPAGAM POLYTECHNIC COLLEGE SEERAPALAYAM,2015,Boys Hostel,KARPAGAM POLYTECHNIC COLLEGE HOSTEL,300,130
2900,NEW CAPE POLYTECHNIC COLLEGE BOOTHAPANDY,2015,Boys Hostel,NEW CAPEPOLYTECHNIC COLLEGE HOSTEL,120,25
3065,SUGUNA POLYTECHNIC COLLEGE -KALAPATTI,2015,Boys Hostel,SUGUNA POLYTECHNIC COLLEGE HOSTEL,120,101
12760,"DR. KALAM POLYTECHNIC COLLEGE PERIYANAYAKI PURAM, THANJAVUR",2015,Boys Hostel,Dr kalam college Hostel,100,75
12760,"DR. KALAM POLYTECHNIC COLLEGE PERIYANAYAKI PURAM, THANJAVUR",2015,Girls Hostel,Dr kalam college Hostel,100,15
2590,"GOVERNMENT POLYTECHNIC COLLEGE, PALI",2015,Boys Hostel,BOYS HOSTEL,24,15
12730,"S M S POLYTECHNIC COLLEGE, VIRUDHUNAGAR",2015,Boys Hostel,S M S BOYS HOSTEL,100,10
4319,"S J M SCHOOL OF NURSING, CHITRADURGA",2015,Girls Hostel,"S.J.M.NURSES HOSTEL, CHITRADURGA",200,150
12184,"GOVERNMENT POLYTECHNIC, SULT",2015,Boys Hostel,Boys Hostel,30,32
2834,K S R POLYTECHNIC COLLEGE THOKKAVADI,2015,Girls Hostel,LADIES HOSTEL,200,15
2834,K S R POLYTECHNIC COLLEGE THOKKAVADI,2015,Boys Hostel,PG HOSTEL,500,250
3055,ST XAVIERS POLYTECHNIC COLLEGE SEYDUNGANALLUR,2015,Boys Hostel,DONBOSCO,150,112
5405,ERA'S LUCKNOW MED COLLEGE. & HOSPITAL LUCKNOW,2015,Girls Hostel,Nursing Hostel,180,85
5405,ERA'S LUCKNOW MED COLLEGE. & HOSPITAL LUCKNOW,2015,Boys Hostel,Nursing Hostel,20,15
8216,S T JOHNS TEACHER TRAINING INSTITUTE FOR MEN VEERAVAANALLUR,2015,Girls Hostel,st.johns TTI hostel,200,17
2784,ER PERUMAL MANIMEKALAI POLYTECHNIC COLLEGE SHOOLAGIRI,2015,Boys Hostel,Er.Perumal Manimekalai Polytechnic College Boys Hostel,500,75
2784,ER PERUMAL MANIMEKALAI POLYTECHNIC COLLEGE SHOOLAGIRI,2015,Girls Hostel,Er.Perumal Manikekalai Polytechnic College Girls Hostel,320,6
2712,A R J POLYTECHNIC COLLEGE EDAYARNATHAM,2015,Others,A.R.J HOSTEL,120,25
12171,"GOVERNMENT GIRLS POLYTECHNIC, ALMORA",2015,Girls Hostel,HOSTEL NO.-1,42,42
12171,"GOVERNMENT GIRLS POLYTECHNIC, ALMORA",2015,Girls Hostel,HOSTEL NO.-2,78,68
12171,"GOVERNMENT GIRLS POLYTECHNIC, ALMORA",2015,Girls Hostel,HOSTEL NO.-3,24,24
12071,"HALDIA INSTITUTE OF NURSING SCIENCE (ICARE), MIDNAPUR(E)",2015,Girls Hostel,Nursing Hostel 2,50,48
12071,"HALDIA INSTITUTE OF NURSING SCIENCE (ICARE), MIDNAPUR(E)",2015,Girls Hostel,Sector-13 Hostel,150,112
7222,DISTRICT INSTITUTE OF EDUCATION AND TRAINING SAGER SAGAR,2015,Boys Hostel,DIET Hostel,66,28
6303,"BHARATH EDUCATION SOCIETY, BANGALORE",2015,Girls Hostel,BES Ladies Hostel,136,126
2285,BHADRAK ENGG. SCHOOL & TECH. ASURALI,2015,Boys Hostel,HOSTEL-03,64,64
2285,BHADRAK ENGG. SCHOOL & TECH. ASURALI,2015,Boys Hostel,HOSTEL-02,50,50
2285,BHADRAK ENGG. SCHOOL & TECH. ASURALI,2015,Boys Hostel,HOSTEL-01,56,56
2868,MEENAAKSHI RAMASAMY POLYTECHNIC COLLEGE THATHANUR,2015,Boys Hostel,BOYS HOSTEL,200,50
2868,MEENAAKSHI RAMASAMY POLYTECHNIC COLLEGE THATHANUR,2015,Girls Hostel,GIRLS HOSTEL,150,9
15059,GOVERNMENT POLYTECHNIC COLLEGE,2015,Boys Hostel,BOYS HOSTEL,67,0
8187,R.V.S. TEACHER TRAINING INSTITUTE R.V.S NAGAR,2015,Boys Hostel,"R.V.S. BOYS HOSTEL, SULUR",0,0
8187,R.V.S. TEACHER TRAINING INSTITUTE R.V.S NAGAR,2015,Girls Hostel,"R.V.S. GIRLS HOSTEL, SULUR",0,0
13918,"HOLLY CROSS TEACHER TRAINING INSTITUTE, SAMUGARENGAPURAM, THIRUNELVELI",2015,Girls Hostel,Anathas Memorial,50,0
2799,GOVERNMENT POLYTECHNIC COLLEGE OORVANI,2015,Boys Hostel,BOYS HOSTEL,100,30
2799,GOVERNMENT POLYTECHNIC COLLEGE OORVANI,2015,Girls Hostel,GIRLS HOSTEL,50,30
2799,GOVERNMENT POLYTECHNIC COLLEGE OORVANI,2015,Boys Hostel,BOYS HOSTEL FIRST YEAR,80,0
2887,N.M. POLYTECHNIC COLLEGE PUDUKKOTTAI,2015,Boys Hostel,boys hostel,46,20
3425,"KESHRI CHAND SUBHARTI INSTITUTE OF PHARMACY, DEHRADUN",2015,Boys Hostel,Nantram Negi,60,9
3425,"KESHRI CHAND SUBHARTI INSTITUTE OF PHARMACY, DEHRADUN",2015,Girls Hostel,Teelu Rauteli,60,9
3069,SURYA POLYTECHNIC COLLEGE KEEZHAKONDAI,2015,Boys Hostel,SURYA BOYS,180,22
3069,SURYA POLYTECHNIC COLLEGE KEEZHAKONDAI,2015,Girls Hostel,SURYA GIRLS,120,9
2950,RATNAVEL SUBRAMANIAM POLYTECHNIC COLLEGE KULATHUR,2015,Boys Hostel,A BLOCK,120,23
2950,RATNAVEL SUBRAMANIAM POLYTECHNIC COLLEGE KULATHUR,2015,Girls Hostel,PADMAVATHI BLOCK,100,3
8774,ACHARYA RAMENDRA SUNDAR PRIMARY TEACHERS’ TRAINING INSTITUTE BIRBHUM,2015,Boys Hostel,BOYS HOSTEL,75,6
8774,ACHARYA RAMENDRA SUNDAR PRIMARY TEACHERS’ TRAINING INSTITUTE BIRBHUM,2015,Girls Hostel,GIRLS HOSTEL,35,9
2933,PONNAIYAH RAMAJAYAM POLYTECHNIC COLLEGE VALLAM,2015,Girls Hostel,PRPC GIRLS HOSTEL,250,5
2933,PONNAIYAH RAMAJAYAM POLYTECHNIC COLLEGE VALLAM,2015,Boys Hostel,PRPC BOYS HOSTEL,600,101
2977,SEMBODAI R V POLYTECHNIC COLLEGE SEMBODAI,2015,Boys Hostel,SEMBODAI R.V. BOYS HOSTEL,300,50
2977,SEMBODAI R V POLYTECHNIC COLLEGE SEMBODAI,2015,Girls Hostel,SEMBODAI R.V. GIRLS HOSTEL,100,20
15237,MAA ASARFI NURSING SCHOOL,2015,Girls Hostel,MAA ASARFI NURSING SCHOOL,100,10
4474,GOVT SCHOOL OF NURSING PATHANAMTHITTA,2015,Girls Hostel,GOVT.NURSING HOSTEL,80,80
3920,ALVA'S INSTITUTE OF NURSING SCIENCES DAKSHINA KANNADA,2015,Boys Hostel,R.B. City Complex Alvas,10,3
3920,ALVA'S INSTITUTE OF NURSING SCIENCES DAKSHINA KANNADA,2015,Girls Hostel,Mahaveera Empire Alvas,50,2
3920,ALVA'S INSTITUTE OF NURSING SCIENCES DAKSHINA KANNADA,2015,Girls Hostel,Jyothi Alvas,20,25
3920,ALVA'S INSTITUTE OF NURSING SCIENCES DAKSHINA KANNADA,2015,Boys Hostel,Shalimar Alvas,20,5
3920,ALVA'S INSTITUTE OF NURSING SCIENCES DAKSHINA KANNADA,2015,Girls Hostel,Sharavathi Alvas,50,30
3920,ALVA'S INSTITUTE OF NURSING SCIENCES DAKSHINA KANNADA,2015,Boys Hostel,City Light Alvas,10,5
3020,SRI RAGAVENDRA POLYTECHNIC COLLEGE KOMARAPALAYAM,2015,Girls Hostel,SRI RAGAVENDRA POLYTECHNIC COLLEGE,100,19
3020,SRI RAGAVENDRA POLYTECHNIC COLLEGE KOMARAPALAYAM,2015,Boys Hostel,SRI RAGAVENDRA POLYTECHNIC COLLEGE,600,231
2897,NATIONAL INSTITUTE OF POLYTECHNIC UDAYARPALAYAM,2015,Boys Hostel,HOSTEL1,200,40
2897,NATIONAL INSTITUTE OF POLYTECHNIC UDAYARPALAYAM,2015,Girls Hostel,HOSTEL2,100,98
1512,JDT ISLAM POLYTECHNIC COLLEGE,2015,Boys Hostel,JDT ISLAM BOYS HOSTEL,300,150
1512,JDT ISLAM POLYTECHNIC COLLEGE,2015,Girls Hostel,JDT ISLAM GIRLS HOSTEL,600,200
2918,PANDIYAN POLYTECHNIC COLLEGE ADHIYUR VILLAGE,2015,Boys Hostel,PANDIYAN POLYTECHNIC COLLEGE,50,10
4591,SCHOOL OF NURSING KUNNAMKULAMTHRISSUR,2015,Girls Hostel,MALANKARA NURSING SCHOOL HOSTEL,100,45
5238,DR ALVA PARAMEDICAL EDUCATIONAL INSTITUTE COIMBATORE,2015,Girls Hostel,Dr. Alva Ladies Hostel,80,41
2769,CHRIST THE KING INSTI. OF TECHNOLOGY OTHAKKALMANDAPAM,2015,Boys Hostel,CKPC HOSTEL,200,162
3119,VANDAYAR POLYTECHNIC COLLEGE PULAVARNATHAM,2015,Boys Hostel,Vandayar Polytechnic Hostel,120,100
2723,AL AMEEN POLYTECHNIC COLLEGE ERODE,2015,Boys Hostel,AL AMEEN BOYS HOSTEL,250,240
2723,AL AMEEN POLYTECHNIC COLLEGE ERODE,2015,Boys Hostel,AL AMEEN BOYS HOSTEL FOR I YEAR,150,110
12725,"VIVEKANADA POLYTECHNIC COLLEGE, SIVAGANGAI",2015,Boys Hostel,VIVEKANANDA POLYTECHNIC COLLEGE,200,132
12796,"T.J.S POLYTECHNIC COLLEGE, THIRUVALLUR",2015,Boys Hostel,TJS,100,78
4699,R D MEMORIAL SCHOOL OF NURSING BHOPAL,2015,Girls Hostel,R D Memorial Girls Hostel,400,340
4699,R D MEMORIAL SCHOOL OF NURSING BHOPAL,2015,Boys Hostel,R D Memorial Boys Hostel,100,20
4354,ST MARTHA'S HOSPITAL SCHOOL OF NURSING BANGALORE,2015,Girls Hostel,"STUDENT NURSES HOSTEL, ST. MARTHAS HOSPITAL",450,396
2713,A V C C POLYTECHNIC COLLEGE MANNAMPANDAL,2015,Boys Hostel,A.V.C.Boys hostel,120,60
12805,"UMA CHARAN PATNAIK ENGINEERING SCHOOL, BERHAMPUR",2015,Boys Hostel,Boys Hostel-1,100,100
12805,"UMA CHARAN PATNAIK ENGINEERING SCHOOL, BERHAMPUR",2015,Boys Hostel,Boys hostel (New),108,115
12805,"UMA CHARAN PATNAIK ENGINEERING SCHOOL, BERHAMPUR",2015,Girls Hostel,Girls Hostel,100,100
2722,AISHWARYA POLYTECHNIC COLLEGE PARUVACHI,2015,Boys Hostel,Boys,200,10
2722,AISHWARYA POLYTECHNIC COLLEGE PARUVACHI,2015,Girls Hostel,Girls,100,7
6213,ABHILASHI JBT TRAINING INSTITUTE MANDI,2015,Boys Hostel,Boys Hostel,25,0
6213,ABHILASHI JBT TRAINING INSTITUTE MANDI,2015,Girls Hostel,Nitika Hostel,25,2
4498,KOYILI HOSPITAL KANNUR,2015,Girls Hostel,koyili school of nursing girls hostel,250,56
12763,"GOLDEN POLYTECHNIC COLLEGE PALLAKKADU VILLAGE, SALEM",2015,Boys Hostel,GOLDEN BOYS HOSTEL,100,45
4651,CH DELIP SINGH NURSING COLLEGE BHIND,2015,Boys Hostel,block 1,50,38
4651,CH DELIP SINGH NURSING COLLEGE BHIND,2015,Girls Hostel,block 2,50,50
2886,N P R POLYTECHNIC COLLEGE PUNNAPATTI,2015,Boys Hostel,N.P.R HOSTEL,250,51
2886,N P R POLYTECHNIC COLLEGE PUNNAPATTI,2015,Girls Hostel,N.P.R HOSTEL,100,2
3125,VIGNESH POLYTECHNIC COLLEGE KIZHKACHIRAPET,2015,Boys Hostel,Vignesh Polytechnic College,100,20
2987,SHRI KRISHNAA POLYTECHNIC COLLEGE -,2015,Boys Hostel,SHRI KRISHNAA BOYS HOSTEL,150,50
4098,KHADIJA NURSING SCHOOL GULBARGA,2015,Girls Hostel,khadija gujrati girls hostel,30,12
4098,KHADIJA NURSING SCHOOL GULBARGA,2015,Girls Hostel,khadija kerala girls hostel,50,8
4098,KHADIJA NURSING SCHOOL GULBARGA,2015,Girls Hostel,khadija tripura girls hostel,25,10
4098,KHADIJA NURSING SCHOOL GULBARGA,2015,Boys Hostel,khadija boys hostel 01,30,25
4098,KHADIJA NURSING SCHOOL GULBARGA,2015,Boys Hostel,khadija boys hostel 02,30,28
4098,KHADIJA NURSING SCHOOL GULBARGA,2015,Girls Hostel,khadija manipur girls hostel,25,10
2765,CHANDY POLYTECHNIC COLLEGE MULLAKKADU,2015,Boys Hostel,BOYS,400,246
2765,CHANDY POLYTECHNIC COLLEGE MULLAKKADU,2015,Girls Hostel,GIRLS,100,16
2653,"REGIONAL INSTITUTE OF POLYTECHNIC STUDIES VATIKA SANGANER, JAIPUR",2015,Others,RIPS VATIKA,300,0
12679,"SRI SANGAMESHWARA V.KALMATH D.ED COLLEGE, MANVI",2015,Girls Hostel,S.S.V.K.GIRLS HOSTEL,20,20
15301,MAA SHARDA COLLEGE OF NURSING AND PARAMEDICAL SCIENCES,2015,Girls Hostel,Maa Sharda Campus,30,0
8028,KUMARAN ASHARAM MEDICAL TRUST TTI THANJAVUR,2015,Girls Hostel,Dr.R.M.ALAGAPPA CHETTIYAR HOSTEL,70,25
2713,A V C C POLYTECHNIC COLLEGE MANNAMPANDAL,2015,Girls Hostel,A.V.C.Womens Hostel,220,15
2862,MAHATH AMMA POLYTECHNIC COLLEGE ARIYUR,2015,Girls Hostel,MAPTC HOSTEL2,250,10
2862,MAHATH AMMA POLYTECHNIC COLLEGE ARIYUR,2015,Boys Hostel,MAPTC HOSTEL1,450,20
4202,PATEL SCHOOL OF NURSING BANGALORE,2015,Boys Hostel,Boys,50,30
4202,PATEL SCHOOL OF NURSING BANGALORE,2015,Girls Hostel,Girls,200,85
15209,DEV BHOOMI INSTITUTE OF POLYTECHNIC,2015,Boys Hostel,boyshostel,60,10
15209,DEV BHOOMI INSTITUTE OF POLYTECHNIC,2015,Girls Hostel,girlshostel,60,0
3024,SRI RAMAKRISHNA MISSION VIDYALAYA POLY. COLLEGE GUDALUR,2015,Boys Hostel,Polytechnic College Hostel,240,184
1559,GOVT.POLYTECHNIC COLLEGE BETUL,2015,Boys Hostel,Boy's Hostel,72,33
8240,SARAH TEACHER TRAINING INSTITUTE FOR GIRLS PONN STREET NANJAI UTHUKKULI,2015,Girls Hostel,Sarah Hostel,50,0
4584,SCHOOL OF NURSING KANNIAMPURAM OTTAPALAM PALAKKAD,2015,Girls Hostel,valluvanad,100,60
12235,"VIDYARANYA DED COLLEGE KANAKATTE ARSIKERE TALUK, HASSAN",2015,Boys Hostel,KRISHNADEVARAYA,50,8
12235,"VIDYARANYA DED COLLEGE KANAKATTE ARSIKERE TALUK, HASSAN",2015,Girls Hostel,KAVERI,50,3
12243,"VIDYARANYA DPED COLLEGE KANAKATTE ARSIKERE TALUK, HASSAN",2015,Girls Hostel,KAVERI,50,5
12243,"VIDYARANYA DPED COLLEGE KANAKATTE ARSIKERE TALUK, HASSAN",2015,Boys Hostel,KRISHNADEVARAYA,50,12
8629,"DISTRICT INSTITUTE OF EDUCATION & TRAINING, VARANASI",2015,Others,DAMATORY,50,5
8629,"DISTRICT INSTITUTE OF EDUCATION & TRAINING, VARANASI",2015,Girls Hostel,GIRLS HOSTEL,50,0
12912,"SCHOOL OF NURSING, COIMBATORE MEDICAL COLLEGE & HOSPITAL, COIMBATORE",2015,Girls Hostel,Block II,64,256
12912,"SCHOOL OF NURSING, COIMBATORE MEDICAL COLLEGE & HOSPITAL, COIMBATORE",2015,Girls Hostel,Block III,48,164
12912,"SCHOOL OF NURSING, COIMBATORE MEDICAL COLLEGE & HOSPITAL, COIMBATORE",2015,Girls Hostel,Block I,42,84
2937,R V S POLYTECHNIC COLLEGE KANNAMPALAYAM,2015,Boys Hostel,RVS BOYS HOSTEL,129,20
2937,R V S POLYTECHNIC COLLEGE KANNAMPALAYAM,2015,Girls Hostel,RVS GIRLS HOSTEL,62,5
2872,MODERATOR GNANADASAN POLYTECHNIC COLLEGE VADASERY,2015,Boys Hostel,BOYS HOSTEL,100,85
3151,BANARAS INSTITUTEOF POLYTECHNIC & ENGINEERING,2015,Boys Hostel,VIVEKANAND HOSTEL,100,54
8822,MD. BAZAR GOVT. SPONSORED PRIMARY TEACHERS TRAINING INSTITUTE KOLKATA,2015,Girls Hostel,GIRLS,32,0
8822,MD. BAZAR GOVT. SPONSORED PRIMARY TEACHERS TRAINING INSTITUTE KOLKATA,2015,Boys Hostel,BOYS,70,20
5867,LOKBHARATI ADHYAPAN MANDIR BHAVNAGAR,2015,Boys Hostel,Boy's Hostel-1,52,21
5867,LOKBHARATI ADHYAPAN MANDIR BHAVNAGAR,2015,Girls Hostel,Girls Hostel,104,78
5867,LOKBHARATI ADHYAPAN MANDIR BHAVNAGAR,2015,Boys Hostel,Boy's Hostel-2,52,21
4242,S J E S SCHOOL OF NURSING BANGALORE,2015,Boys Hostel,Boys Hostel,60,0
